Genus,Species,Date
Ammodramus,savannarum,10/6/17
Ammodramus,savannarum,10/10/17
Ammodramus,savannarum,10/26/17
Ammodramus,savannarum,5/10/18
Cardellina,canadensis,9/20/17
Cardellina,canadensis,5/22/18
Cardellina,canadensis,5/15/18
Cardellina,canadensis,5/15/18
Cardellina,canadensis,5/15/18
Cardellina,canadensis,5/19/18
Cardellina,canadensis,5/22/18
Cardellina,pusilla,9/17/17
Cardellina,pusilla,9/18/17
Cardellina,pusilla,9/18/17
Cardellina,pusilla,9/19/17
Cardellina,pusilla,9/19/17
Cardellina,pusilla,9/20/17
Cardellina,pusilla,9/20/17
Cardellina,pusilla,9/23/17
Cardellina,pusilla,9/25/17
Cardellina,pusilla,9/11/17
Cardellina,pusilla,5/14/18
Cardellina,pusilla,5/15/18
Cardellina,pusilla,5/15/18
Catharus,fuscescens,5/15/18
Catharus,fuscescens,5/6/18
Catharus,guttatus,10/5/17
Catharus,guttatus,10/5/17
Catharus,guttatus,10/10/17
Catharus,guttatus,10/10/17
Catharus,guttatus,10/10/17
Catharus,guttatus,10/10/17
Catharus,guttatus,10/11/17
Catharus,guttatus,10/11/17
Catharus,guttatus,10/12/17
Catharus,guttatus,10/16/17
Catharus,guttatus,10/19/17
Catharus,guttatus,10/20/17
Catharus,guttatus,10/22/17
Catharus,guttatus,10/26/17
Catharus,guttatus,10/26/17
Catharus,guttatus,10/26/17
Catharus,guttatus,10/26/17
Catharus,guttatus,10/27/17
Catharus,guttatus,10/29/17
Catharus,guttatus,10/30/17
Catharus,guttatus,10/30/17
Catharus,guttatus,10/30/17
Catharus,guttatus,11/1/17
Catharus,guttatus,10/9/17
Catharus,guttatus,4/14/18
Catharus,guttatus,4/14/18
Catharus,guttatus,4/12/18
Catharus,guttatus,4/26/18
Catharus,guttatus,5/3/18
Catharus,minimus,9/12/17
Catharus,minimus,9/20/17
Catharus,minimus,10/2/17
Catharus,minimus,10/4/17
Catharus,minimus,10/10/17
Catharus,minimus,5/14/18
Catharus,minimus,5/15/18
Catharus,minimus,5/16/18
Catharus,minimus,5/28/18
Catharus,ustulatus,9/4/17
Catharus,ustulatus,9/11/17
Catharus,ustulatus,9/13/17
Catharus,ustulatus,9/14/17
Catharus,ustulatus,9/15/17
Catharus,ustulatus,9/15/17
Catharus,ustulatus,9/17/17
Catharus,ustulatus,9/18/17
Catharus,ustulatus,9/19/17
Catharus,ustulatus,9/20/17
Catharus,ustulatus,9/24/17
Catharus,ustulatus,9/25/17
Catharus,ustulatus,10/1/17
Catharus,ustulatus,10/2/17
Catharus,ustulatus,10/2/17
Catharus,ustulatus,10/5/17
Catharus,ustulatus,10/5/17
Catharus,ustulatus,10/5/17
Catharus,ustulatus,10/12/17
Catharus,ustulatus,10/26/17
Catharus,ustulatus,10/24/17
Catharus,ustulatus,5/24/18
Catharus,ustulatus,5/6/18
Catharus,ustulatus,5/6/18
Catharus,ustulatus,5/12/18
Catharus,ustulatus,5/15/18
Catharus,ustulatus,5/15/18
Catharus,ustulatus,5/15/18
Catharus,ustulatus,5/15/18
Catharus,ustulatus,5/15/18
Catharus,ustulatus,5/10/18
Catharus,ustulatus,5/10/18
Certhia,americana,9/30/17
Certhia,americana,9/30/17
Certhia,americana,10/5/17
Certhia,americana,10/5/17
Certhia,americana,10/5/17
Certhia,americana,10/5/17
Certhia,americana,10/5/17
Certhia,americana,10/10/17
Certhia,americana,10/10/17
Certhia,americana,10/10/17
Certhia,americana,10/10/17
Certhia,americana,10/10/17
Certhia,americana,10/11/17
Certhia,americana,10/11/17
Certhia,americana,10/11/17
Certhia,americana,10/11/17
Certhia,americana,10/12/17
Certhia,americana,10/12/17
Certhia,americana,10/13/17
Certhia,americana,10/13/17
Certhia,americana,10/14/17
Certhia,americana,10/14/17
Certhia,americana,10/15/17
Certhia,americana,10/15/17
Certhia,americana,10/15/17
Certhia,americana,10/15/17
Certhia,americana,10/15/17
Certhia,americana,10/15/17
Certhia,americana,10/16/17
Certhia,americana,10/16/17
Certhia,americana,10/16/17
Certhia,americana,10/16/17
Certhia,americana,10/17/17
Certhia,americana,10/19/17
Certhia,americana,10/19/17
Certhia,americana,10/20/17
Certhia,americana,10/21/17
Certhia,americana,10/21/17
Certhia,americana,10/22/17
Certhia,americana,10/26/17
Certhia,americana,10/26/17
Certhia,americana,10/26/17
Certhia,americana,10/26/17
Certhia,americana,10/26/17
Certhia,americana,10/26/17
Certhia,americana,10/26/17
Certhia,americana,10/26/17
Certhia,americana,10/27/17
Certhia,americana,10/27/17
Certhia,americana,10/27/17
Certhia,americana,10/27/17
Certhia,americana,10/27/17
Certhia,americana,10/29/17
Certhia,americana,10/29/17
Certhia,americana,10/29/17
Certhia,americana,10/29/17
Certhia,americana,10/30/17
Certhia,americana,10/30/17
Certhia,americana,11/1/17
Certhia,americana,11/4/17
Certhia,americana,11/4/17
Certhia,americana,11/4/17
Certhia,americana,11/4/17
Certhia,americana,11/5/17
Certhia,americana,10/27/17
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/13/18
Certhia,americana,4/12/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/13/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/14/18
Certhia,americana,4/20/18
Certhia,americana,4/20/18
Certhia,americana,4/20/18
Certhia,americana,5/1/18
Certhia,americana,5/2/18
Certhia,americana,5/2/18
Cistothorus,palustris,9/17/17
Cistothorus,palustris,9/28/17
Cistothorus,palustris,10/2/17
Cistothorus,palustris,10/17/17
Coccyzus,americanus,9/1/17
Coccyzus,americanus,9/15/17
Coccyzus,americanus,10/19/17
Coccyzus,americanus,10/28/17
Colaptes,auratus,9/12/17
Colaptes,auratus,9/28/17
Colaptes,auratus,9/28/17
Colaptes,auratus,9/29/17
Colaptes,auratus,9/29/17
Colaptes,auratus,9/30/17
Colaptes,auratus,10/10/17
Colaptes,auratus,10/16/17
Colaptes,auratus,10/17/17
Colaptes,auratus,10/26/17
Colaptes,auratus,10/28/17
Colaptes,auratus,10/24/17
Colaptes,auratus,10/11/17
Colaptes,auratus,4/21/18
Colaptes,auratus,4/14/18
Colaptes,auratus,4/14/18
Colaptes,auratus,4/27/18
Colaptes,auratus,5/6/18
Contopus,virens,9/19/17
Contopus,virens,10/12/17
Contopus,virens,5/15/18
Contopus,virens,5/9/18
Contopus,virens,5/16/18
Dumetella,carolinensis,9/27/17
Dumetella,carolinensis,9/29/17
Dumetella,carolinensis,10/1/17
Dumetella,carolinensis,10/2/17
Dumetella,carolinensis,10/11/17
Dumetella,carolinensis,10/11/17
Dumetella,carolinensis,10/11/17
Dumetella,carolinensis,10/14/17
Dumetella,carolinensis,5/15/18
Dumetella,carolinensis,5/8/18
Dumetella,carolinensis,5/16/18
Dumetella,carolinensis,5/19/18
Dumetella,carolinensis,5/17/18
Dumetella,carolinensis,5/4/18
Dumetella,carolinensis,5/4/18
Dumetella,carolinensis,5/5/18
Dumetella,carolinensis,5/6/18
Dumetella,carolinensis,5/6/18
Dumetella,carolinensis,5/5/18
Dumetella,carolinensis,5/5/18
Dumetella,carolinensis,5/6/18
Dumetella,carolinensis,5/8/18
Dumetella,carolinensis,5/9/18
Dumetella,carolinensis,5/9/18
Dumetella,carolinensis,5/12/18
Dumetella,carolinensis,5/12/18
Dumetella,carolinensis,5/12/18
Dumetella,carolinensis,5/14/18
Dumetella,carolinensis,5/19/18
Dumetella,carolinensis,5/22/18
Dumetella,carolinensis,5/24/18
Empidonax,minimus,9/1/17
Empidonax,minimus,9/2/17
Empidonax,minimus,5/1/18
Geothlypis,formosa,9/1/17
Geothlypis,formosa,5/7/18
Geothlypis,philadelphia,9/1/17
Geothlypis,philadelphia,9/2/17
Geothlypis,philadelphia,9/18/17
Geothlypis,philadelphia,9/17/17
Geothlypis,philadelphia,9/18/17
Geothlypis,philadelphia,9/19/17
Geothlypis,philadelphia,9/19/17
Geothlypis,philadelphia,9/22/17
Geothlypis,philadelphia,9/20/17
Geothlypis,philadelphia,9/20/17
Geothlypis,philadelphia,9/20/17
Geothlypis,philadelphia,9/20/17
Geothlypis,philadelphia,9/20/17
Geothlypis,philadelphia,9/20/17
Geothlypis,philadelphia,9/25/17
Geothlypis,philadelphia,9/25/17
Geothlypis,philadelphia,10/1/17
Geothlypis,philadelphia,10/3/17
Geothlypis,philadelphia,10/19/17
Geothlypis,philadelphia,5/15/18
Geothlypis,philadelphia,5/24/18
Geothlypis,trichas,9/2/17
Geothlypis,trichas,9/4/17
Geothlypis,trichas,9/8/17
Geothlypis,trichas,9/9/17
Geothlypis,trichas,9/12/17
Geothlypis,trichas,9/13/17
Geothlypis,trichas,9/13/17
Geothlypis,trichas,9/14/17
Geothlypis,trichas,9/14/17
Geothlypis,trichas,9/14/17
Geothlypis,trichas,9/14/17
Geothlypis,trichas,9/15/17
Geothlypis,trichas,9/16/17
Geothlypis,trichas,9/15/17
Geothlypis,trichas,9/17/17
Geothlypis,trichas,9/17/17
Geothlypis,trichas,9/18/17
Geothlypis,trichas,9/19/17
Geothlypis,trichas,9/19/17
Geothlypis,trichas,9/19/17
Geothlypis,trichas,9/19/17
Geothlypis,trichas,9/19/17
Geothlypis,trichas,9/22/17
Geothlypis,trichas,9/22/17
Geothlypis,trichas,9/22/17
Geothlypis,trichas,9/20/17
Geothlypis,trichas,9/20/17
Geothlypis,trichas,9/20/17
Geothlypis,trichas,9/20/17
Geothlypis,trichas,9/20/17
Geothlypis,trichas,9/20/17
Geothlypis,trichas,9/23/17
Geothlypis,trichas,9/24/17
Geothlypis,trichas,9/24/17
Geothlypis,trichas,9/24/17
Geothlypis,trichas,9/24/17
Geothlypis,trichas,9/24/17
Geothlypis,trichas,9/24/17
Geothlypis,trichas,9/25/17
Geothlypis,trichas,9/25/17
Geothlypis,trichas,9/25/17
Geothlypis,trichas,9/25/17
Geothlypis,trichas,9/25/17
Geothlypis,trichas,9/25/17
Geothlypis,trichas,9/25/17
Geothlypis,trichas,9/25/17
Geothlypis,trichas,9/26/17
Geothlypis,trichas,9/26/17
Geothlypis,trichas,9/26/17
Geothlypis,trichas,9/26/17
Geothlypis,trichas,9/26/17
Geothlypis,trichas,9/27/17
Geothlypis,trichas,9/27/17
Geothlypis,trichas,9/27/17
Geothlypis,trichas,9/27/17
Geothlypis,trichas,9/27/17
Geothlypis,trichas,9/27/17
Geothlypis,trichas,9/27/17
Geothlypis,trichas,9/28/17
Geothlypis,trichas,9/28/17
Geothlypis,trichas,9/29/17
Geothlypis,trichas,9/29/17
Geothlypis,trichas,9/29/17
Geothlypis,trichas,9/29/17
Geothlypis,trichas,9/29/17
Geothlypis,trichas,9/29/17
Geothlypis,trichas,9/29/17
Geothlypis,trichas,9/29/17
Geothlypis,trichas,9/29/17
Geothlypis,trichas,9/30/17
Geothlypis,trichas,10/1/17
Geothlypis,trichas,10/1/17
Geothlypis,trichas,10/2/17
Geothlypis,trichas,10/2/17
Geothlypis,trichas,10/2/17
Geothlypis,trichas,10/3/17
Geothlypis,trichas,10/4/17
Geothlypis,trichas,10/4/17
Geothlypis,trichas,10/5/17
Geothlypis,trichas,10/5/17
Geothlypis,trichas,10/5/17
Geothlypis,trichas,10/5/17
Geothlypis,trichas,10/5/17
Geothlypis,trichas,10/5/17
Geothlypis,trichas,10/6/17
Geothlypis,trichas,10/6/17
Geothlypis,trichas,10/6/17
Geothlypis,trichas,10/6/17
Geothlypis,trichas,10/6/17
Geothlypis,trichas,10/8/17
Geothlypis,trichas,10/8/17
Geothlypis,trichas,10/10/17
Geothlypis,trichas,10/10/17
Geothlypis,trichas,10/10/17
Geothlypis,trichas,10/10/17
Geothlypis,trichas,10/10/17
Geothlypis,trichas,10/11/17
Geothlypis,trichas,10/12/17
Geothlypis,trichas,10/13/17
Geothlypis,trichas,10/14/17
Geothlypis,trichas,10/18/17
Geothlypis,trichas,10/23/17
Geothlypis,trichas,10/8/17
Geothlypis,trichas,10/11/17
Geothlypis,trichas,5/25/18
Geothlypis,trichas,5/11/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/25/18
Geothlypis,trichas,5/25/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/2/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/6/18
Geothlypis,trichas,5/6/18
Geothlypis,trichas,5/2/18
Geothlypis,trichas,5/2/18
Geothlypis,trichas,5/14/18
Geothlypis,trichas,5/10/18
Geothlypis,trichas,5/10/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/15/18
Geothlypis,trichas,5/16/18
Geothlypis,trichas,5/14/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/17/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/19/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/22/18
Geothlypis,trichas,5/26/18
Geothlypis,trichas,5/23/18
Geothlypis,trichas,5/23/18
Geothlypis,trichas,5/29/18
Hylocichla,mustelina,9/18/17
Hylocichla,mustelina,9/19/17
Hylocichla,mustelina,9/19/17
Hylocichla,mustelina,10/1/17
Hylocichla,mustelina,5/4/18
Hylocichla,mustelina,5/2/18
Hylocichla,mustelina,5/2/18
Hylocichla,mustelina,5/2/18
Hylocichla,mustelina,5/3/18
Hylocichla,mustelina,5/3/18
Hylocichla,mustelina,5/4/18
Hylocichla,mustelina,5/9/18
Hylocichla,mustelina,5/9/18
Hylocichla,mustelina,5/10/18
Hylocichla,mustelina,5/15/18
Hylocichla,mustelina,5/17/18
Icteria,virens,9/16/17
Icterus,galbula,5/10/18
Junco,hyemalis,9/21/17
Junco,hyemalis,9/29/17
Junco,hyemalis,10/5/17
Junco,hyemalis,10/5/17
Junco,hyemalis,10/7/17
Junco,hyemalis,10/11/17
Junco,hyemalis,10/11/17
Junco,hyemalis,10/14/17
Junco,hyemalis,10/16/17
Junco,hyemalis,10/17/17
Junco,hyemalis,10/20/17
Junco,hyemalis,10/20/17
Junco,hyemalis,10/21/17
Junco,hyemalis,10/23/17
Junco,hyemalis,10/26/17
Junco,hyemalis,10/26/17
Junco,hyemalis,10/26/17
Junco,hyemalis,10/26/17
Junco,hyemalis,10/26/17
Junco,hyemalis,10/30/17
Junco,hyemalis,10/30/17
Junco,hyemalis,10/30/17
Junco,hyemalis,10/30/17
Junco,hyemalis,10/30/17
Junco,hyemalis,10/31/17
Junco,hyemalis,11/1/17
Junco,hyemalis,11/1/17
Junco,hyemalis,11/1/17
Junco,hyemalis,11/4/17
Junco,hyemalis,11/4/17
Junco,hyemalis,11/4/17
Junco,hyemalis,11/4/17
Junco,hyemalis,11/4/17
Junco,hyemalis,11/4/17
Junco,hyemalis,11/4/17
Junco,hyemalis,11/4/17
Junco,hyemalis,11/4/17
Junco,hyemalis,11/5/17
Junco,hyemalis,11/7/17
Junco,hyemalis,4/12/18
Junco,hyemalis,4/30/18
Junco,hyemalis,4/12/18
Junco,hyemalis,4/26/18
Megaceryle,alcyon,10/16/17
Melospiza,georgiana,9/28/17
Melospiza,georgiana,9/28/17
Melospiza,georgiana,10/5/17
Melospiza,georgiana,10/5/17
Melospiza,georgiana,10/6/17
Melospiza,georgiana,10/10/17
Melospiza,georgiana,10/10/17
Melospiza,georgiana,10/10/17
Melospiza,georgiana,10/11/17
Melospiza,georgiana,10/11/17
Melospiza,georgiana,10/11/17
Melospiza,georgiana,10/11/17
Melospiza,georgiana,10/11/17
Melospiza,georgiana,10/11/17
Melospiza,georgiana,10/11/17
Melospiza,georgiana,10/12/17
Melospiza,georgiana,10/12/17
Melospiza,georgiana,10/12/17
Melospiza,georgiana,10/12/17
Melospiza,georgiana,10/13/17
Melospiza,georgiana,10/13/17
Melospiza,georgiana,10/13/17
Melospiza,georgiana,10/14/17
Melospiza,georgiana,10/14/17
Melospiza,georgiana,10/14/17
Melospiza,georgiana,10/15/17
Melospiza,georgiana,10/15/17
Melospiza,georgiana,10/16/17
Melospiza,georgiana,10/16/17
Melospiza,georgiana,10/16/17
Melospiza,georgiana,10/16/17
Melospiza,georgiana,10/16/17
Melospiza,georgiana,10/17/17
Melospiza,georgiana,10/17/17
Melospiza,georgiana,10/17/17
Melospiza,georgiana,10/17/17
Melospiza,georgiana,10/17/17
Melospiza,georgiana,10/19/17
Melospiza,georgiana,10/19/17
Melospiza,georgiana,10/19/17
Melospiza,georgiana,10/19/17
Melospiza,georgiana,10/19/17
Melospiza,georgiana,10/20/17
Melospiza,georgiana,10/20/17
Melospiza,georgiana,10/20/17
Melospiza,georgiana,10/21/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,10/27/17
Melospiza,georgiana,10/27/17
Melospiza,georgiana,10/27/17
Melospiza,georgiana,10/27/17
Melospiza,georgiana,10/28/17
Melospiza,georgiana,10/24/17
Melospiza,georgiana,10/29/17
Melospiza,georgiana,10/30/17
Melospiza,georgiana,10/31/17
Melospiza,georgiana,10/26/17
Melospiza,georgiana,4/13/18
Melospiza,georgiana,4/12/18
Melospiza,georgiana,4/13/18
Melospiza,georgiana,4/13/18
Melospiza,georgiana,5/1/18
Melospiza,georgiana,5/4/18
Melospiza,georgiana,5/3/18
Melospiza,lincolnii,9/2/17
Melospiza,lincolnii,9/12/17
Melospiza,lincolnii,9/12/17
Melospiza,lincolnii,9/13/17
Melospiza,lincolnii,9/16/17
Melospiza,lincolnii,9/16/17
Melospiza,lincolnii,9/17/17
Melospiza,lincolnii,9/17/17
Melospiza,lincolnii,9/17/17
Melospiza,lincolnii,9/18/17
Melospiza,lincolnii,9/17/17
Melospiza,lincolnii,9/18/17
Melospiza,lincolnii,9/18/17
Melospiza,lincolnii,9/18/17
Melospiza,lincolnii,9/18/17
Melospiza,lincolnii,9/18/17
Melospiza,lincolnii,9/19/17
Melospiza,lincolnii,9/19/17
Melospiza,lincolnii,9/19/17
Melospiza,lincolnii,9/22/17
Melospiza,lincolnii,9/22/17
Melospiza,lincolnii,9/22/17
Melospiza,lincolnii,9/20/17
Melospiza,lincolnii,9/20/17
Melospiza,lincolnii,9/20/17
Melospiza,lincolnii,9/20/17
Melospiza,lincolnii,9/20/17
Melospiza,lincolnii,9/20/17
Melospiza,lincolnii,9/20/17
Melospiza,lincolnii,9/21/17
Melospiza,lincolnii,9/21/17
Melospiza,lincolnii,9/21/17
Melospiza,lincolnii,9/23/17
Melospiza,lincolnii,9/23/17
Melospiza,lincolnii,9/23/17
Melospiza,lincolnii,9/23/17
Melospiza,lincolnii,9/24/17
Melospiza,lincolnii,9/25/17
Melospiza,lincolnii,9/26/17
Melospiza,lincolnii,9/28/17
Melospiza,lincolnii,9/29/17
Melospiza,lincolnii,9/30/17
Melospiza,lincolnii,10/1/17
Melospiza,lincolnii,10/1/17
Melospiza,lincolnii,10/1/17
Melospiza,lincolnii,10/1/17
Melospiza,lincolnii,10/1/17
Melospiza,lincolnii,10/1/17
Melospiza,lincolnii,10/1/17
Melospiza,lincolnii,10/2/17
Melospiza,lincolnii,10/2/17
Melospiza,lincolnii,10/2/17
Melospiza,lincolnii,10/2/17
Melospiza,lincolnii,10/2/17
Melospiza,lincolnii,10/3/17
Melospiza,lincolnii,10/4/17
Melospiza,lincolnii,10/4/17
Melospiza,lincolnii,10/5/17
Melospiza,lincolnii,10/5/17
Melospiza,lincolnii,10/5/17
Melospiza,lincolnii,10/5/17
Melospiza,lincolnii,10/5/17
Melospiza,lincolnii,10/6/17
Melospiza,lincolnii,10/6/17
Melospiza,lincolnii,10/7/17
Melospiza,lincolnii,10/7/17
Melospiza,lincolnii,10/7/17
Melospiza,lincolnii,10/8/17
Melospiza,lincolnii,10/9/17
Melospiza,lincolnii,10/10/17
Melospiza,lincolnii,10/10/17
Melospiza,lincolnii,10/10/17
Melospiza,lincolnii,10/10/17
Melospiza,lincolnii,10/10/17
Melospiza,lincolnii,10/10/17
Melospiza,lincolnii,10/11/17
Melospiza,lincolnii,10/11/17
Melospiza,lincolnii,10/11/17
Melospiza,lincolnii,10/11/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/12/17
Melospiza,lincolnii,10/13/17
Melospiza,lincolnii,10/14/17
Melospiza,lincolnii,10/15/17
Melospiza,lincolnii,10/16/17
Melospiza,lincolnii,10/16/17
Melospiza,lincolnii,10/16/17
Melospiza,lincolnii,10/17/17
Melospiza,lincolnii,10/19/17
Melospiza,lincolnii,10/19/17
Melospiza,lincolnii,10/22/17
Melospiza,lincolnii,10/27/17
Melospiza,lincolnii,9/23/17
Melospiza,lincolnii,9/22/17
Melospiza,lincolnii,10/11/17
Melospiza,lincolnii,5/5/18
Melospiza,lincolnii,5/12/18
Melospiza,lincolnii,5/14/18
Melospiza,lincolnii,5/10/18
Melospiza,lincolnii,5/15/18
Melospiza,lincolnii,5/15/18
Melospiza,lincolnii,5/15/18
Melospiza,lincolnii,5/15/18
Melospiza,lincolnii,5/16/18
Melospiza,lincolnii,5/19/18
Melospiza,lincolnii,5/19/18
Melospiza,melodia,10/5/17
Melospiza,melodia,10/6/17
Melospiza,melodia,10/10/17
Melospiza,melodia,10/10/17
Melospiza,melodia,10/11/17
Melospiza,melodia,10/12/17
Melospiza,melodia,10/13/17
Melospiza,melodia,10/14/17
Melospiza,melodia,10/16/17
Melospiza,melodia,10/16/17
Melospiza,melodia,10/16/17
Melospiza,melodia,10/20/17
Melospiza,melodia,10/20/17
Melospiza,melodia,10/20/17
Melospiza,melodia,10/20/17
Melospiza,melodia,10/21/17
Melospiza,melodia,10/21/17
Melospiza,melodia,10/22/17
Melospiza,melodia,10/23/17
Melospiza,melodia,10/23/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/26/17
Melospiza,melodia,10/27/17
Melospiza,melodia,10/27/17
Melospiza,melodia,10/27/17
Melospiza,melodia,10/27/17
Melospiza,melodia,10/27/17
Melospiza,melodia,10/27/17
Melospiza,melodia,10/27/17
Melospiza,melodia,10/28/17
Melospiza,melodia,10/29/17
Melospiza,melodia,10/30/17
Melospiza,melodia,10/30/17
Melospiza,melodia,10/30/17
Melospiza,melodia,10/30/17
Melospiza,melodia,10/30/17
Melospiza,melodia,10/30/17
Melospiza,melodia,10/30/17
Melospiza,melodia,10/30/17
Melospiza,melodia,10/31/17
Melospiza,melodia,11/1/17
Melospiza,melodia,11/4/17
Melospiza,melodia,11/4/17
Melospiza,melodia,4/6/18
Melospiza,melodia,4/1/18
Melospiza,melodia,4/1/18
Melospiza,melodia,4/1/18
Melospiza,melodia,4/5/18
Melospiza,melodia,4/8/18
Melospiza,melodia,4/14/18
Melospiza,melodia,4/14/18
Melospiza,melodia,4/12/18
Melospiza,melodia,4/12/18
Melospiza,melodia,4/16/18
Melospiza,melodia,4/12/18
Melospiza,melodia,5/7/18
Melospiza,melodia,4/1/18
Melospiza,melodia,4/12/18
Melospiza,melodia,4/13/18
Melospiza,melodia,4/13/18
Melospiza,melodia,4/23/18
Melospiza,melodia,5/3/18
Melospiza,melodia,5/2/18
Mniotilta,varia,9/2/17
Mniotilta,varia,9/9/17
Mniotilta,varia,9/13/17
Mniotilta,varia,9/19/17
Mniotilta,varia,9/20/17
Mniotilta,varia,9/20/17
Mniotilta,varia,9/21/17
Mniotilta,varia,9/23/17
Mniotilta,varia,9/25/17
Mniotilta,varia,9/26/17
Mniotilta,varia,9/27/17
Mniotilta,varia,10/4/17
