year,title,role,rank,person,gender,gender_conf
1974,Injun fender,starring,1,Dennis Campbell,male,0.9956
1974,Injun fender,starring,2,Nancy Salmon,female,0.9972
1974,Injun fender,starring,3,Warren Finnerty,male,0.9953
1974,Injun fender,starring,4,Paul Brin,male,0.996
1974,The Three Stooges Follies,director,1,Spencer Gordon Bennet,male,0.9738
1974,The Three Stooges Follies,director,2,Del Lord,male,0.8638
1974,The Three Stooges Follies,starring,1,Barbara Jo Allen,female,0.9973
1974,The Three Stooges Follies,starring,2,Dorothy Appleby,female,0.9961
1974,The Three Stooges Follies,starring,3,Phil Arnold,male,0.9976
1974,The Three Stooges Follies,starring,4,Lynton Brent,male,1
1974,Inferno in Paradise,director,1,Ed Forsyth,male,0.9995
1974,Inferno in Paradise,starring,1,Richard Young,male,0.9963
1974,Inferno in Paradise,starring,2,Betty Ann Carr,female,0.9961
1974,Inferno in Paradise,starring,3,Jim Davis,male,0.9966
1974,Inferno in Paradise,starring,4,Andy Jarrell,male,0.9881
1974,Slick Silver,director,1,Perry Tong,male,0.9657
1974,Slick Silver,starring,1,R. Terrell Reagan,NA,NA
1974,Slick Silver,starring,2,Hal Fletcher,male,1
1974,Slick Silver,starring,3,Bond Gideon,male,0.956
1974,Slick Silver,starring,4,Bill McGhee,male,0.9971
1974,Home Grown,director,1,Paul Hunt,male,0.996
1974,Home Grown,starring,1,Rockne Tarkington,male,1
1974,Promise of Love,director,1,Sarky Mouradian,NA,NA
1974,Promise of Love,starring,1,Manuel Kichian,male,0.9929
1974,Promise of Love,starring,2,Armik,NA,NA
1974,A Time for Love,director,1,Rick Jason,male,0.9982
1974,A Time for Love,starring,1,Rick Jason,male,0.9982
1974,A Time for Love,starring,2,Jane Merrow,female,0.9971
1974,A Time for Love,starring,3,Benson Fong,male,1
1974,A Time for Love,starring,4,Susan Cummings,female,0.9978
1974,Mother Tiger Mother Tiger,director,1,Rolf Forsberg,male,1
1974,Mother Tiger Mother Tiger,starring,1,Elaine Partnow,female,0.9976
1974,Mother Tiger Mother Tiger,starring,2,Gene Husman,male,0.9704
1974,Mother Tiger Mother Tiger,starring,3,Korian Nigian,male,1
1974,Pigeon,director,1,Ken Handler,male,0.9992
1974,Pigeon,starring,1,Nicholas Wahler,male,0.9963
1974,Pigeon,starring,2,Dorothy Tristan,female,0.9961
1974,Pigeon,starring,3,Craig Horrall,male,0.9964
1974,Pigeon,starring,4,Albert Salmi,male,0.9944
1974,End of August,director,1,Gary Young,male,0.9962
1974,End of August,starring,1,Eric Matthews,male,0.9947
1974,End of August,starring,2,Mary Milington,female,0.9964
1974,End of August,starring,3,Dianne Travis,female,0.9981
1974,The Brass Ring,director,1,Martin Beck,male,0.995
1974,The Brass Ring,starring,1,Earl Owensby,male,0.9927
1974,The Brass Ring,starring,2,Johnny Popwell,male,0.9894
1974,The Brass Ring,starring,3,Elizabeth Upton,female,0.9969
1974,The Brass Ring,starring,4,Doug Hale,male,0.9998
1974,Fanfare for the Common Man,director,1,Robert Schoenhut,male,0.9959
1974,Blood on the Mountain,director,1,Donald W. Thompson,male,0.9961
1974,Blood on the Mountain,starring,1,Stracker Edwards,NA,NA
1974,Blood on the Mountain,starring,2,Tim Jones,male,0.9975
1974,Blood on the Mountain,starring,3,Richard Jury,male,0.9963
1974,Blood on the Mountain,starring,4,Clifford Turknett,male,0.9931
1974,Dearreader: How to Turn a Book Into a Movie,director,1,Laurie Anderson,female,0.9926
1974,Dearreader: How to Turn a Book Into a Movie,director,2,Bob George,male,0.9969
1974,Dearreader: How to Turn a Book Into a Movie,starring,1,Geraldine Pontius,female,0.9963
1974,Dearreader: How to Turn a Book Into a Movie,starring,2,Laurie Anderson,female,0.9926
1974,Tears of Happiness,director,1,Sarky Mouradian,NA,NA
1974,Tears of Happiness,starring,1,Manuel Kichian,male,0.9929
1974,Tears of Happiness,starring,2,Sosie Kodjian,female,1
1974,Tears of Happiness,starring,3,S. Sepian,NA,NA
1974,Tears of Happiness,starring,4,Levon Yergat,male,0.9132
1974,The Chaperone,director,1,Jourdan Alexander,female,0.5891
1974,The Chaperone,starring,1,Sandy Dempsey,female,0.8956
1974,The Chaperone,starring,2,Walter Roland Moore,male,0.9942
1974,The Chaperone,starring,3,Paula Lane,female,0.997
1974,The Chaperone,starring,4,John Tull,male,0.9961
1974,A Circle in the Fire,director,1,Victor Nunez,male,0.9939
1974,Oliver Twist,director,1,Hal Sutherland,male,1
1974,Oliver Twist,starring,1,Josh Albee,male,1
1974,Oliver Twist,starring,2,Philip L. Clarke,male,0.9967
1974,Oliver Twist,starring,3,Cathleen Cordell,female,0.9997
1974,Oliver Twist,starring,4,Michael Evans,male,0.9947
1974,The Text of Light,director,1,Stan Brakhage,male,1
1974,Women on Orgasm: Out in the Open,director,1,Patricia Rose Duignan,female,0.997
1974,Snapshots,director,1,Irving Horowitz,male,1
1974,Reflections from a Brass Bed,director,1,Reinhard Clausen,male,1
1974,Reflections from a Brass Bed,director,2,Richard Clausen,male,0.9963
1974,Reflections from a Brass Bed,director,3,Frank Guarente,male,0.9953
1974,Reflections from a Brass Bed,starring,1,Karl John,male,0.9897
1974,Reflections from a Brass Bed,starring,2,Bente Nielsen,female,1
1974,Reflections from a Brass Bed,starring,3,Günter Clemens,NA,NA
1974,Reflections from a Brass Bed,starring,4,Ivetta Braszda,NA,NA
1974,Upkeep,director,1,John Hubley,male,0.9961
1974,I Married a Heathen,director,1,George Kuchar,male,0.9932
1974,I Married a Heathen,starring,1,Jerry Barrish,male,0.9757
1974,Super Spook,director,1,Tony Major,male,0.9884
1974,Super Spook,starring,1,Leonard Jackson,male,0.9951
1974,Super Spook,starring,2,Bill Jay,male,0.9971
1974,Super Spook,starring,3,Tony King,male,0.9884
1974,Super Spook,starring,4,Bob Reed,male,0.9969
1974,VT,director,1,Ron Norman,male,0.9979
1974,Birthday Bird,director,1,David N. Gottlieb,male,0.9963
1974,Willy & Scratch,director,1,Robert J. Emery,male,0.9959
1974,Willy & Scratch,starring,1,Fred Brodersen,male,0.9952
1974,Willy & Scratch,starring,2,Paul Ecenia,male,0.996
1974,Willy & Scratch,starring,3,Michael Hatfield,male,0.9947
1974,Willy & Scratch,starring,4,Claudia Jennings,female,0.9949
1974,The Kid and the Killers,director,1,Ralph C. Bluemke,male,0.9958
1974,The Kid and the Killers,starring,1,Jon Cypher,male,0.9921
1974,The Kid and the Killers,starring,2,John Garces,male,0.9961
1974,The Kid and the Killers,starring,3,Gerry Ross,male,0.7069
1974,The Kid and the Killers,starring,4,Elida Alicia,female,1
1974,The Deathhead Virgin,director,1,Norman Foster,male,0.9938
1974,The Deathhead Virgin,starring,1,Jock Gaynor,male,1
1974,The Deathhead Virgin,starring,2,Larry Ward,male,0.9954
1974,The Deathhead Virgin,starring,3,Diane McBain,female,0.9975
1974,The Deathhead Virgin,starring,4,Vic Diaz,male,1
1974,Bible!,director,1,Wakefield Poole,male,1
1974,Bible!,starring,1,Bo White,male,0.9348
1974,Bible!,starring,2,Caprice Couselle,female,0.9535
1974,Bible!,starring,3,Georgina Spelvin,female,1
1974,Bible!,starring,4,Robert Benes,male,0.9959
1974,Womanhouse,director,1,Johanna Demetrakas,female,0.9969
1974,Womanhouse,starring,1,Beth Bachenheimer,female,0.998
1974,Womanhouse,starring,2,Sherry Brody,female,0.9962
1974,Womanhouse,starring,3,Judy Chicago,female,0.9973
1974,Womanhouse,starring,4,Nika Elkins,female,0.9972
1974,The Photographer,director,1,William Byron Hillman,male,0.9962
1974,The Photographer,starring,1,Michael Callan,male,0.9947
1974,The Photographer,starring,2,Barbara Nichols,female,0.9973
1974,The Photographer,starring,3,Harold J. Stone,male,0.9954
1974,The Photographer,starring,4,Edward Andrews,male,0.9957
1974,Five Angry Women,director,1,Ken Osborne,male,0.9992
1974,Five Angry Women,starring,1,Carolyn Judd,female,0.9972
1974,Five Angry Women,starring,2,Teri Guzman,female,0.9954
1974,Five Angry Women,starring,3,Darlene Mattingly,female,0.9972
1974,Five Angry Women,starring,4,Angel Colbert,male,0.6742
1974,Tough,director,1,Horace Jackson,male,0.9956
1974,Tough,starring,1,Dion Gossett,male,0.9336
1974,Tough,starring,2,Christopher Townes,male,0.995
1974,Tough,starring,3,Renny Roker,male,0.9166
1974,Tough,starring,4,Rich Holmes,male,1
1974,Mean Mother,director,1,Al Adamson,male,0.9868
1974,Mean Mother,director,2,León Klimovsky,NA,NA
1974,Mean Mother,starring,1,Dobie Gray,male,1
1974,Mean Mother,starring,2,Dennis Safren,male,0.9956
1974,Mean Mother,starring,3,Luciana Paluzzi,female,1
1974,Mean Mother,starring,4,Lang Jeffries,male,0.9862
1974,The Clamdigger's Daughter,director,1,Roberta Findlay,female,0.9957
1974,The Clamdigger's Daughter,starring,1,Chris Jordan,male,0.8507
1974,The Clamdigger's Daughter,starring,2,Eric Edwards,male,0.9947
1974,The Clamdigger's Daughter,starring,3,Trudee Able,female,1
1974,The Clamdigger's Daughter,starring,4,Arlana Blue,female,1
1974,The Black Connection,director,1,Michael Finn,male,0.9947
1974,The Black Connection,starring,1,The Checkmates Ltd.,male,1
1974,The Black Connection,starring,2,Bobby Stevens,male,0.9724
1974,The Black Connection,starring,3,Sweet Louie,female,1
1974,The Black Connection,starring,4,Sonny Charles,male,0.963
1974,Never the Twain,director,1,Brad F. Grinter,male,0.997
1974,Never the Twain,starring,1,Ed Trostle,male,0.9995
1974,Never the Twain,starring,2,Richard Webb,male,0.9963
1974,Never the Twain,starring,3,Kathy Weldon,female,0.9979
1974,Confessor,director,1,Edward Bergman,male,0.9957
1974,Confessor,director,2,Alan Soffin,male,0.9968
1974,Confessor,starring,1,Robert Waterhouse,male,0.9959
1974,Confessor,starring,2,Helen Dream,female,0.9963
1974,Treasure of Tayopa,director,1,Bob Cawley,male,0.9969
1974,Treasure of Tayopa,starring,1,Gilbert Roland,male,0.9947
1974,Treasure of Tayopa,starring,2,Rena Winters,female,0.9958
1974,Treasure of Tayopa,starring,3,Phil Trapani,male,0.9976
1974,Treasure of Tayopa,starring,4,Bob Corrigan,male,0.9969
1974,Teenager,director,1,Gerald Seth Sindell,male,0.9947
1974,Teenager,starring,1,Andrea Cagan,female,0.9875
1974,Teenager,starring,2,Joe Warfield,male,0.9745
1974,Teenager,starring,3,Sue Bernard,female,0.9963
1974,Teenager,starring,4,Barry Cahill,male,0.9955
1975,Jaws,director,1,Steven Spielberg,male,0.9963
1975,Jaws,starring,1,Roy Scheider,male,0.9938
1975,Jaws,starring,2,Robert Shaw,male,0.9959
1975,Jaws,starring,3,Richard Dreyfuss,male,0.9963
1975,Jaws,starring,4,Lorraine Gary,female,0.9967
1975,The Rocky Horror Picture Show,director,1,Jim Sharman,male,0.9966
1975,The Rocky Horror Picture Show,starring,1,Tim Curry,male,0.9975
1975,The Rocky Horror Picture Show,starring,2,Susan Sarandon,female,0.9978
1975,The Rocky Horror Picture Show,starring,3,Barry Bostwick,male,0.9955
1975,The Rocky Horror Picture Show,starring,4,Richard O'Brien,male,0.9963
1975,One Flew Over the Cuckoo's Nest,director,1,Milos Forman,male,1
1975,One Flew Over the Cuckoo's Nest,starring,1,Jack Nicholson,male,0.9969
1975,One Flew Over the Cuckoo's Nest,starring,2,Louise Fletcher,female,0.9921
1975,One Flew Over the Cuckoo's Nest,starring,3,Will Sampson,male,0.9924
1975,One Flew Over the Cuckoo's Nest,starring,4,Michael Berryman,male,0.9947
1975,Dog Day Afternoon,director,1,Sidney Lumet,male,0.6864
1975,Dog Day Afternoon,starring,1,Al Pacino,male,0.9868
1975,Dog Day Afternoon,starring,2,John Cazale,male,0.9961
1975,Dog Day Afternoon,starring,3,Penelope Allen,female,1
1975,Dog Day Afternoon,starring,4,Sully Boyar,male,0.5552
1975,Shampoo,director,1,Hal Ashby,male,1
1975,Shampoo,starring,1,Warren Beatty,male,0.9953
1975,Shampoo,starring,2,Julie Christie,female,0.9973
1975,Shampoo,starring,3,Goldie Hawn,female,0.9843
1975,Shampoo,starring,4,Lee Grant,male,0.7669
1975,The Return of the Pink Panther,director,1,Blake Edwards,male,0.9642
1975,The Return of the Pink Panther,starring,1,Peter Sellers,male,0.9966
1975,The Return of the Pink Panther,starring,2,Christopher Plummer,male,0.995
1975,The Return of the Pink Panther,starring,3,Catherine Schell,female,0.9973
1975,The Return of the Pink Panther,starring,4,Herbert Lom,male,0.9947
1975,Three Days of the Condor,director,1,Sydney Pollack,female,0.9676
1975,Three Days of the Condor,starring,1,Robert Redford,male,0.9959
1975,Three Days of the Condor,starring,2,Faye Dunaway,female,0.995
1975,Three Days of the Condor,starring,3,Cliff Robertson,male,1
1975,Three Days of the Condor,starring,4,Max von Sydow,male,0.9961
1975,Funny Lady,director,1,Herbert Ross,male,0.9947
1975,Funny Lady,starring,1,Barbra Streisand,female,1
1975,Funny Lady,starring,2,James Caan,male,0.9956
1975,Funny Lady,starring,3,Omar Sharif,male,0.9945
1975,Funny Lady,starring,4,Roddy McDowall,male,1
1975,The Apple Dumpling Gang,director,1,Norman Tokar,male,0.9938
1975,The Apple Dumpling Gang,starring,1,Bill Bixby,male,0.9971
1975,The Apple Dumpling Gang,starring,2,Susan Clark,female,0.9978
1975,The Apple Dumpling Gang,starring,3,Don Knotts,male,0.9937
1975,The Apple Dumpling Gang,starring,4,Tim Conway,male,0.9975
1975,Aloha Bobby and Rose,director,1,Floyd Mutrux,male,0.9926
1975,Aloha Bobby and Rose,starring,1,Paul Le Mat,male,0.996
1975,Aloha Bobby and Rose,starring,2,Dianne Hull,female,0.9981
1975,Aloha Bobby and Rose,starring,3,Tim McIntire,male,0.9975
1975,Aloha Bobby and Rose,starring,4,Leigh French,female,0.9068
1975,The Other Side of the Mountain,director,1,Larry Peerce,male,0.9954
1975,The Other Side of the Mountain,starring,1,Marilyn Hassett,female,0.9972
1975,The Other Side of the Mountain,starring,2,Beau Bridges,male,0.9857
1975,The Other Side of the Mountain,starring,3,Belinda Montgomery,female,0.998
1975,The Other Side of the Mountain,starring,4,Nan Martin,female,1
1975,The Adventures of the Wilderness Family,director,1,Stewart Raffill,male,0.9969
1975,The Adventures of the Wilderness Family,starring,1,Robert Logan,male,0.9959
1975,The Adventures of the Wilderness Family,starring,2,Susan Damante,female,0.9978
1975,The Adventures of the Wilderness Family,starring,3,Hollye Holmes,female,1
1975,The Adventures of the Wilderness Family,starring,4,Ham Larsen,NA,NA
1975,Rollerball,director,1,Norman Jewison,male,0.9938
1975,Rollerball,starring,1,James Caan,male,0.9956
1975,Rollerball,starring,2,John Houseman,male,0.9961
1975,Rollerball,starring,3,Maud Adams,female,1
1975,Rollerball,starring,4,John Beck,male,0.9961
1975,The Hindenburg,director,1,Robert Wise,male,0.9959
1975,The Hindenburg,starring,1,George C. Scott,male,0.9932
1975,The Hindenburg,starring,2,Anne Bancroft,female,0.9975
1975,The Hindenburg,starring,3,William Atherton,male,0.9962
1975,The Hindenburg,starring,4,Roy Thinnes,male,0.9938
1975,Lucky Lady,director,1,Stanley Donen,male,0.9951
1975,Lucky Lady,starring,1,Gene Hackman,male,0.9704
1975,Lucky Lady,starring,2,Liza Minnelli,female,0.9991
1975,Lucky Lady,starring,3,Burt Reynolds,male,1
1975,Lucky Lady,starring,4,Geoffrey Lewis,male,0.9972
1975,The Great Waldo Pepper,director,1,George Roy Hill,male,0.9932
1975,The Great Waldo Pepper,starring,1,Robert Redford,male,0.9959
1975,The Great Waldo Pepper,starring,2,Bo Svenson,male,0.9348
1975,The Great Waldo Pepper,starring,3,Bo Brundin,male,0.9348
1975,The Great Waldo Pepper,starring,4,Susan Sarandon,female,0.9978
1975,Escape to Witch Mountain,director,1,John Hough,male,0.9961
1975,Escape to Witch Mountain,starring,1,Eddie Albert,male,0.9532
1975,Escape to Witch Mountain,starring,2,Ray Milland,male,0.984
1975,Escape to Witch Mountain,starring,3,Donald Pleasence,male,0.9961
1975,Escape to Witch Mountain,starring,4,Kim Richards,female,0.8454
1975,The Day of the Locust,director,1,John Schlesinger,male,0.9961
1975,The Day of the Locust,starring,1,Donald Sutherland,male,0.9961
1975,The Day of the Locust,starring,2,Karen Black,female,0.9974
1975,The Day of the Locust,starring,3,Burgess Meredith,male,1
1975,The Day of the Locust,starring,4,William Atherton,male,0.9962
1975,W.W. and the Dixie Dancekings,director,1,John G. Avildsen,male,0.9961
1975,W.W. and the Dixie Dancekings,starring,1,Burt Reynolds,male,1
1975,W.W. and the Dixie Dancekings,starring,2,Art Carney,male,1
1975,W.W. and the Dixie Dancekings,starring,3,Conny Van Dyke,female,0.7375
1975,W.W. and the Dixie Dancekings,starring,4,Jerry Reed,male,0.9757
1975,Once Is Not Enough,director,1,Guy Green,male,0.9959
1975,Once Is Not Enough,starring,1,Kirk Douglas,male,0.9969
1975,Once Is Not Enough,starring,2,Alexis Smith,female,0.8548
1975,Once Is Not Enough,starring,3,David Janssen,male,0.9963
1975,Once Is Not Enough,starring,4,George Hamilton,male,0.9932
1975,Breakout,director,1,Tom Gries,male,0.9969
1975,Breakout,starring,1,Charles Bronson,male,0.9949
1975,Breakout,starring,2,Robert Duvall,male,0.9959
1975,Breakout,starring,3,Jill Ireland,female,0.9977
1975,Breakout,starring,4,Randy Quaid,male,0.9841
1975,Nashville,director,1,Robert Altman,male,0.9959
1975,Nashville,starring,1,Keith Carradine,male,0.9948
1975,Nashville,starring,2,Karen Black,female,0.9974
1975,Nashville,starring,3,Ronee Blakley,female,1
1975,Nashville,starring,4,Shelley Duvall,female,0.9836
1975,Race with the Devil,director,1,Jack Starrett,male,0.9969
1975,Race with the Devil,starring,1,Peter Fonda,male,0.9966
1975,Race with the Devil,starring,2,Warren Oates,male,0.9953
1975,Race with the Devil,starring,3,Loretta Swit,female,0.9971
1975,Race with the Devil,starring,4,Lara Parker,female,0.9989
1975,French Connection II,director,1,John Frankenheimer,male,0.9961
1975,French Connection II,starring,1,Gene Hackman,male,0.9704
1975,French Connection II,starring,2,Fernando Rey,male,0.9929
1975,French Connection II,starring,3,Bernard Fresson,male,0.995
1975,French Connection II,starring,4,Philippe Léotard,male,1
1975,"Give 'em Hell, Harry!",director,1,Steve Binder,male,0.9961
1975,"Give 'em Hell, Harry!",director,2,Peter H. Hunt,male,0.9966
1975,"Give 'em Hell, Harry!",starring,1,James Whitmore,male,0.9956
1975,The Stepford Wives,director,1,Bryan Forbes,male,0.9951
1975,The Stepford Wives,starring,1,Katharine Ross,female,0.9997
1975,The Stepford Wives,starring,2,Paula Prentiss,female,0.997
1975,The Stepford Wives,starring,3,Peter Masterson,male,0.9966
1975,The Stepford Wives,starring,4,Nanette Newman,female,1
1975,Hard Times,director,1,Walter Hill,male,0.9942
1975,Hard Times,starring,1,Charles Bronson,male,0.9949
1975,Hard Times,starring,2,James Coburn,male,0.9956
1975,Hard Times,starring,3,Jill Ireland,female,0.9977
1975,Hard Times,starring,4,Strother Martin,male,1
1975,Rooster Cogburn,director,1,Stuart Millar,male,0.9953
1975,Rooster Cogburn,starring,1,John Wayne,male,0.9961
1975,Rooster Cogburn,starring,2,Katharine Hepburn,female,0.9997
1975,Rooster Cogburn,starring,3,Anthony Zerbe,male,0.9946
1975,Rooster Cogburn,starring,4,Richard Jordan,male,0.9963
1975,Death Race 2000,director,1,Paul Bartel,male,0.996
1975,Death Race 2000,starring,1,David Carradine,male,0.9963
1975,Death Race 2000,starring,2,Sylvester Stallone,male,0.9909
1975,Death Race 2000,starring,3,Simone Griffeth,female,0.9827
1975,Death Race 2000,starring,4,Mary Woronov,female,0.9964
