year,title,role,rank,person,gender,gender_conf
1973,Keys,director,1,George Bowden,male,0.9932
1973,Keys,starring,1,Barbara Mills,female,0.9973
1973,Keys,starring,2,John Keith,male,0.9961
1973,Keys,starring,3,Star Lynn,female,0.9857
1973,Keys,starring,4,Duane Paulsen,male,0.9918
1973,"Blood, Black and White",director,1,Richard Lang,male,0.9963
1973,"Blood, Black and White",starring,1,Norman Alden,male,0.9938
1973,"Blood, Black and White",starring,2,Ray Danton,male,0.984
1973,"Blood, Black and White",starring,3,Buddy Garion,male,0.9981
1973,"Blood, Black and White",starring,4,Rozelle Gayle,female,0.858
1973,John Keats: His Life and Death,director,1,John Barnes,male,0.9961
1973,John Keats: His Life and Death,starring,1,John Stride,male,0.9961
1973,John Keats: His Life and Death,starring,2,Janina Faye,female,1
1973,John Keats: His Life and Death,starring,3,Richard Everett,male,0.9963
1973,John Keats: His Life and Death,starring,4,Frank Barrie,male,0.9953
1973,Preacherman Meets Widderwoman,director,1,Albert T. Viola,male,0.9944
1973,Preacherman Meets Widderwoman,starring,1,Albert T. Viola,male,0.9944
1973,Preacherman Meets Widderwoman,starring,2,Marian Brown,female,0.9921
1973,Preacherman Meets Widderwoman,starring,3,Bob Berg,male,0.9969
1973,Preacherman Meets Widderwoman,starring,4,Jeramie Rain,male,0.987
1973,Conversation with Hermine Freed: Allan Kaprow,director,1,Hermine Freed,female,1
1973,Conversation with Hermine Freed: Allan Kaprow,starring,1,Hermine Freed,female,1
1973,Conversation with Hermine Freed: Allan Kaprow,starring,2,Allan Kaprow,male,0.9972
1973,Willoughby Sharp Videoviews Vito Acconci,director,1,Willoughby Sharp,male,0.8302
1973,Willoughby Sharp Videoviews Vito Acconci,starring,1,Vito Acconci,male,1
1973,Willoughby Sharp Videoviews Vito Acconci,starring,2,Willoughby Sharp,male,0.8302
1973,Loops,director,1,Shaun Costello,male,0.9539
1973,Loops,director,2,Bill Markle,male,0.9971
1973,Loops,starring,1,Shaun Costello,male,0.9539
1973,Loops,starring,2,Lucy Grantham,female,0.9976
1973,Loops,starring,3,Cathy Joyce,female,0.9981
1973,Loops,starring,4,Fred J. Lincoln,male,0.9952
1973,"Welcome Home, Johnny",director,1,James Howard,male,0.9956
1973,"Welcome Home, Johnny",starring,1,Johnny Blue,male,0.9894
1973,"Welcome Home, Johnny",starring,2,Rene Bond,male,0.6692
1973,"Welcome Home, Johnny",starring,3,Patty Beresford,female,0.9973
1973,"Welcome Home, Johnny",starring,4,Tom Bolver,male,0.9969
1973,Horowitz in Dublin,director,1,William Kronick,male,0.9962
1973,Horowitz in Dublin,starring,1,Harvey Lembeck,male,0.9944
1973,Horowitz in Dublin,starring,2,Sinéad Cusack,NA,NA
1973,Horowitz in Dublin,starring,3,Al Lettieri,male,0.9868
1973,Horowitz in Dublin,starring,4,Cesare Danova,male,1
1973,"20,000 Leagues Under the Sea",director,1,Jules Bass,male,0.8415
1973,"20,000 Leagues Under the Sea",director,2,Arthur Rankin Jr.,male,0.9937
1973,"20,000 Leagues Under the Sea",starring,1,Bernard Cowan,male,0.995
1973,And When She Was Bad...,director,1,Gary Graver,male,0.9962
1973,And When She Was Bad...,starring,1,John Alderman,male,0.9961
1973,And When She Was Bad...,starring,2,Lyllah Torena,female,1
1973,And When She Was Bad...,starring,3,Heather Vale,female,0.9973
1973,And When She Was Bad...,starring,4,Robert Aiken,male,0.9959
1973,California Country,director,1,Paul Hunt,male,0.996
1973,California Country,starring,1,Stanley Adams,male,0.9951
1973,Why,director,1,Victor Stoloff,male,0.9939
1973,Why,starring,1,O.J. Simpson,NA,NA
1973,Why,starring,2,Linda Gillen,female,0.9976
1973,Why,starring,3,Jeannie Berlin,female,0.9985
1973,Why,starring,4,Danny Goldman,male,0.9944
1973,Running with the Devil,director,1,Henri Pachard,male,0.8767
1973,Running with the Devil,starring,1,Michael Heit,male,0.9947
1973,Running with the Devil,starring,2,Sean Kenny,male,0.9925
1973,Running with the Devil,starring,3,Jane Peters,female,0.9971
1973,Running with the Devil,starring,4,Donna Stanley,female,0.9975
1973,Dangerous Relations,director,1,J. Ford Bell,NA,NA
1973,Dangerous Relations,starring,1,Brooke Bundy,female,0.99
1973,Dangerous Relations,starring,2,Ellen Weston,female,0.9974
1973,Dangerous Relations,starring,3,Ken Pogue,male,0.9992
1973,Dangerous Relations,starring,4,John Varnum,male,0.9961
1973,Two Laws of Algebra,director,1,Charles Eames,male,0.9949
1973,Two Laws of Algebra,director,2,Ray Eames,male,0.984
1973,Shot,director,1,Mitch Brown,male,1
1973,Shot,starring,1,Charles 'Harpo' Adkins,male,0.9949
1973,Shot,starring,2,Mark Ammons,male,0.9967
1973,Shot,starring,3,Frank Andrews,male,0.9953
1973,Shot,starring,4,John Ashford,male,0.9961
1973,A Scream Away from Happiness,director,1,Francis Lee,male,0.9125
1973,The Fatherland,director,1,Arnold Leibovit,male,0.9955
1973,Treasure Island,director,1,Hal Sutherland,male,1
1973,Treasure Island,starring,1,Richard Dawson,male,0.9963
1973,Treasure Island,starring,2,Davy Jones,male,0.9529
1973,Treasure Island,starring,3,Dal McKennon,male,1
1973,Treasure Island,starring,4,Larry D. Mann,male,0.9954
1973,Salty,director,1,Ricou Browning,NA,NA
1973,Salty,starring,1,Mark Slade,male,0.9967
1973,Salty,starring,2,Nina Foch,female,0.998
1973,Salty,starring,3,Julius Harris,male,0.9939
1973,Salty,starring,4,Linda Scruggs,female,0.9976
1973,Psyched by the 4D Witch (A Tale of Demonology),director,1,Victor Luminera,male,0.9939
1973,Psyched by the 4D Witch (A Tale of Demonology),starring,1,Margo,female,0.9986
1973,Psyched by the 4D Witch (A Tale of Demonology),starring,2,Esoterica,NA,NA
1973,Psyched by the 4D Witch (A Tale of Demonology),starring,3,Tom Yerian,male,0.9969
1973,Psyched by the 4D Witch (A Tale of Demonology),starring,4,Kelly Guthrie,female,0.8638
1973,Vice Squad Women,director,1,Al Fields,male,0.9868
1973,Vice Squad Women,starring,1,Sonny Blaze,male,0.963
1973,Vice Squad Women,starring,2,Jacqueline Giroux,female,0.9968
1973,Vice Squad Women,starring,3,Uschi Digard,NA,NA
1973,Vice Squad Women,starring,4,Charla Hall,female,1
1973,Truck It,director,1,Fred Halsted,male,0.9952
1973,Truck It,starring,1,Dave Dulce,male,0.9985
1973,Truck It,starring,2,Jim Frost,male,0.9966
1973,Truck It,starring,3,Roger Huckstex,male,0.9962
1973,Truck It,starring,4,Hank Loggins,male,1
1973,The Playmates,director,1,Stephen Gibson,male,0.9964
1973,The Playmates,starring,1,Becky Sharpe,female,0.9984
1973,The Playmates,starring,2,John Paul Jones,male,0.9961
1973,The Playmates,starring,3,Art Funn,male,1
1973,The Playmates,starring,4,Rene Bond,male,0.6692
1973,Nymph,director,1,William Dear,male,0.9962
1973,Nymph,starring,1,Margaret Kramer,female,0.9971
1973,Nymph,starring,2,Burton Dunning,male,0.9989
1973,Nymph,starring,3,Jack Donachie,male,0.9969
1973,Nymph,starring,4,Bob Charlton,male,0.9969
1973,Guitarist,director,1,Jamil Dehlavi,male,0.9597
1973,Guitarist,starring,1,Jamil Dehlavi,male,0.9597
1973,Guitarist,starring,2,Ellen Pauwels,female,0.9974
1973,Massage,director,1,Gordon Inkeles,male,0.9966
1973,Easy to Be Free,director,1,David Nelson,male,0.9963
1973,Easy to Be Free,starring,1,The Stone Canyon Band,male,1
1973,Easy to Be Free,starring,2,Randy Meisner,male,0.9841
1973,Easy to Be Free,starring,3,Ricky Nelson,male,0.9912
1973,The Roommates,director,1,Arthur Marks,male,0.9937
1973,The Roommates,starring,1,Marki Bey,female,0.9273
1973,The Roommates,starring,2,Pat Woodell,female,0.6408
1973,The Roommates,starring,3,Roberta Collins,female,0.9957
1973,The Roommates,starring,4,Laurie Rose,female,0.9926
1973,Country Blue,director,1,Jack Conrad,male,0.9969
1973,Country Blue,starring,1,Dub Taylor,male,1
1973,Country Blue,starring,2,Jack Conrad,male,0.9969
1973,Country Blue,starring,3,Rita George,female,0.9973
1973,Country Blue,starring,4,Mildred Brown,female,0.9959
1973,Frankie and Johnnie... Were Lovers,director,1,Alan Colberg,male,0.9968
1973,Frankie and Johnnie... Were Lovers,starring,1,Rene Bond,male,0.6692
1973,Frankie and Johnnie... Were Lovers,starring,2,Ric Lutze,male,1
1973,Frankie and Johnnie... Were Lovers,starring,3,John Barnum,male,0.9961
1973,Frankie and Johnnie... Were Lovers,starring,4,Jerry Delony,male,0.9757
1973,Miss Leslie's Dolls,director,1,Joseph G. Prieto,male,0.9958
1973,Miss Leslie's Dolls,starring,1,Salvador Ugarte,male,0.9954
1973,Miss Leslie's Dolls,starring,2,Terri Juston,female,0.9941
1973,Miss Leslie's Dolls,starring,3,Marcelle Bichette,female,0.8852
1973,Miss Leslie's Dolls,starring,4,Kitty Lewis,female,1
1973,Baobab: Portrait of a Tree,director,1,Alan Root,male,0.9968
1973,The P.O.W.,director,1,Philip H. Dossick,male,0.9967
1973,The P.O.W.,starring,1,Howard Jahre,male,0.9955
1973,The P.O.W.,starring,2,Rudy Hornish,male,0.9801
1973,The P.O.W.,starring,3,Wendy Messier,female,0.9965
1973,The P.O.W.,starring,4,Manuel Sicart,male,0.9929
1973,The Dirty Dolls,director,1,Stu Segall,male,1
1973,The Dirty Dolls,starring,1,John Alderman,male,0.9961
1973,The Dirty Dolls,starring,2,Denise Drake,female,0.9965
1973,The Dirty Dolls,starring,3,Esther Abbott,female,0.9961
1973,The Dirty Dolls,starring,4,Colleen Brennan,female,0.998
1973,The Innerview,director,1,Richard Beymer,male,0.9963
1973,The Innerview,starring,1,Richard Beymer,male,0.9963
1973,The Innerview,starring,2,Joanna Bochco,female,0.9969
1973,The Innerview,starring,3,Antranig Makakian,NA,NA
1973,In the Matter of Kenneth,director,1,Lynne Littman,female,0.994
1973,Malatesta's Carnival of Blood,director,1,Christopher Speeth,male,0.995
1973,Malatesta's Carnival of Blood,starring,1,Janine Carazo,female,0.9997
1973,Malatesta's Carnival of Blood,starring,2,Jerome Dempsey,male,0.9933
1973,Malatesta's Carnival of Blood,starring,3,Daniel Dietrich,male,0.9954
1973,Malatesta's Carnival of Blood,starring,4,Lenny Baker,male,0.9488
1973,General Massacre,director,1,Burr Jerger,male,1
1973,General Massacre,starring,1,Burr Jerger,male,1
1973,General Massacre,starring,2,Christine Gish,female,0.9968
1973,General Massacre,starring,3,Tiffany Tate,female,0.9966
1973,General Massacre,starring,4,Tsai,male,1
1973,Together for Days,director,1,Michael Schultz,male,0.9947
1973,Together for Days,starring,1,Clifton Davis,male,0.9943
1973,Together for Days,starring,2,Lois Chiles,female,0.9939
1973,Together for Days,starring,3,Northern Calloway,male,1
1973,Together for Days,starring,4,Leonard Jackson,male,0.9951
1973,Howzer,director,1,Ken Luber,male,0.9992
1973,Howzer,starring,1,Peter Desiante,male,0.9966
1973,Howzer,starring,2,Melissa Stocking,female,0.9969
1973,Howzer,starring,3,Royal Dano,male,0.9377
1973,Howzer,starring,4,William Gray,male,0.9962
1973,Starbird and Sweet William,director,1,Jack Hively,male,0.9969
1973,Starbird and Sweet William,starring,1,A Martinez,NA,NA
1973,Starbird and Sweet William,starring,2,Louise Lewis,female,0.9921
1973,Starbird and Sweet William,starring,3,Don Haggerty,male,0.9937
1973,Starbird and Sweet William,starring,4,Ancel Cook,male,1
1974,Blazing Saddles,director,1,Mel Brooks,male,0.9011
1974,Blazing Saddles,starring,1,Cleavon Little,male,1
1974,Blazing Saddles,starring,2,Gene Wilder,male,0.9704
1974,Blazing Saddles,starring,3,Slim Pickens,NA,NA
1974,Blazing Saddles,starring,4,Harvey Korman,male,0.9944
1974,The Towering Inferno,director,1,John Guillermin,male,0.9961
1974,The Towering Inferno,starring,1,Paul Newman,male,0.996
1974,The Towering Inferno,starring,2,Steve McQueen,male,0.9961
1974,The Towering Inferno,starring,3,William Holden,male,0.9962
1974,The Towering Inferno,starring,4,Faye Dunaway,female,0.995
1974,The Trial of Billy Jack,director,1,Tom Laughlin,male,0.9969
1974,The Trial of Billy Jack,starring,1,Tom Laughlin,male,0.9969
1974,The Trial of Billy Jack,starring,2,Delores Taylor,female,0.9967
1974,The Trial of Billy Jack,starring,3,Victor Izay,male,0.9939
1974,The Trial of Billy Jack,starring,4,Teresa Kelly,female,0.9973
1974,Young Frankenstein,director,1,Mel Brooks,male,0.9011
1974,Young Frankenstein,starring,1,Gene Wilder,male,0.9704
1974,Young Frankenstein,starring,2,Madeline Kahn,female,0.9986
1974,Young Frankenstein,starring,3,Marty Feldman,male,0.884
1974,Young Frankenstein,starring,4,Peter Boyle,male,0.9966
1974,Earthquake,director,1,Mark Robson,male,0.9967
1974,Earthquake,starring,1,Charlton Heston,male,0.9982
1974,Earthquake,starring,2,Ava Gardner,female,0.9988
1974,Earthquake,starring,3,George Kennedy,male,0.9932
1974,Earthquake,starring,4,Lorne Greene,male,0.9891
1974,The Godfather: Part II,director,1,Francis Ford Coppola,male,0.9125
1974,The Godfather: Part II,starring,1,Al Pacino,male,0.9868
1974,The Godfather: Part II,starring,2,Robert De Niro,male,0.9959
1974,The Godfather: Part II,starring,3,Robert Duvall,male,0.9959
1974,The Godfather: Part II,starring,4,Diane Keaton,female,0.9975
1974,Airport 1975,director,1,Jack Smight,male,0.9969
1974,Airport 1975,starring,1,Charlton Heston,male,0.9982
1974,Airport 1975,starring,2,Karen Black,female,0.9974
1974,Airport 1975,starring,3,George Kennedy,male,0.9932
1974,Airport 1975,starring,4,Efrem Zimbalist Jr.,male,1
1974,The Life and Times of Grizzly Adams,director,1,Richard Friedenberg,male,0.9963
1974,The Life and Times of Grizzly Adams,starring,1,Dan Haggerty,male,0.9954
1974,The Life and Times of Grizzly Adams,starring,2,Don Shanks,male,0.9937
1974,The Life and Times of Grizzly Adams,starring,3,Marjorie Harper,female,0.9981
1974,The Life and Times of Grizzly Adams,starring,4,Lisa Jones,female,0.9973
1974,Gone in 60 Seconds,director,1,H.B. Halicki,NA,NA
1974,Gone in 60 Seconds,starring,1,H.B. Halicki,NA,NA
1974,Gone in 60 Seconds,starring,2,Marion Busia,female,0.6476
1974,Gone in 60 Seconds,starring,3,Jerry Daugirda,male,0.9757
1974,Gone in 60 Seconds,starring,4,James McIntyre,male,0.9956
1974,Benji,director,1,Joe Camp,male,0.9745
1974,Benji,starring,1,Peter Breck,male,0.9966
1974,Benji,starring,2,Deborah Walley,female,0.9979
1974,Benji,starring,3,Patsy Garrett,female,0.9792
1974,Benji,starring,4,Allen Fiuzat,male,0.9938
1974,Herbie Rides Again,director,1,Robert Stevenson,male,0.9959
1974,Herbie Rides Again,starring,1,Helen Hayes,female,0.9963
1974,Herbie Rides Again,starring,2,Ken Berry,male,0.9992
1974,Herbie Rides Again,starring,3,Stefanie Powers,female,0.9989
1974,Herbie Rides Again,starring,4,John McIntire,male,0.9961
1974,The Texas Chain Saw Massacre,director,1,Tobe Hooper,male,0.9268
1974,The Texas Chain Saw Massacre,starring,1,Marilyn Burns,female,0.9972
1974,The Texas Chain Saw Massacre,starring,2,Edwin Neal,male,0.9949
1974,The Texas Chain Saw Massacre,starring,3,Allen Danziger,male,0.9938
1974,The Texas Chain Saw Massacre,starring,4,Paul A. Partain,male,0.996
1974,Chinatown,director,1,Roman Polanski,male,0.9956
1974,Chinatown,starring,1,Jack Nicholson,male,0.9969
1974,Chinatown,starring,2,Faye Dunaway,female,0.995
1974,Chinatown,starring,3,John Huston,male,0.9961
1974,Chinatown,starring,4,Perry Lopez,male,0.9657
1974,Thunderbolt and Lightfoot,director,1,Michael Cimino,male,0.9947
1974,Thunderbolt and Lightfoot,starring,1,Clint Eastwood,male,0.9981
1974,Thunderbolt and Lightfoot,starring,2,Jeff Bridges,male,0.9977
1974,Thunderbolt and Lightfoot,starring,3,Geoffrey Lewis,male,0.9972
1974,Thunderbolt and Lightfoot,starring,4,Catherine Bach,female,0.9973
1974,Death Wish,director,1,Michael Winner,male,0.9947
1974,Death Wish,starring,1,Charles Bronson,male,0.9949
1974,Death Wish,starring,2,Hope Lange,female,0.9965
1974,Death Wish,starring,3,Vincent Gardenia,male,0.9956
1974,Death Wish,starring,4,Steven Keats,male,0.9963
1974,The Groove Tube,director,1,Ken Shapiro,male,0.9992
1974,The Groove Tube,starring,1,Ken Shapiro,male,0.9992
1974,The Groove Tube,starring,2,Richard Belzer,male,0.9963
1974,The Groove Tube,starring,3,Chevy Chase,male,0.8233
1974,The Groove Tube,starring,4,Buzzy Linhart,male,1
1974,The Four Musketeers: Milady's Revenge,director,1,Richard Lester,male,0.9963
1974,The Four Musketeers: Milady's Revenge,starring,1,Michael York,male,0.9947
1974,The Four Musketeers: Milady's Revenge,starring,2,Raquel Welch,female,0.9944
1974,The Four Musketeers: Milady's Revenge,starring,3,Oliver Reed,male,0.9956
1974,The Four Musketeers: Milady's Revenge,starring,4,Richard Chamberlain,male,0.9963
1974,Macon County Line,director,1,Richard Compton,male,0.9963
1974,Macon County Line,starring,1,Alan Vint,male,0.9968
1974,Macon County Line,starring,2,Cheryl Waters,female,0.9979
1974,Macon County Line,starring,3,Max Baer Jr.,male,0.9961
1974,Macon County Line,starring,4,Geoffrey Lewis,male,0.9972
1974,Alice Doesn't Live Here Anymore,director,1,Martin Scorsese,male,0.995
1974,Alice Doesn't Live Here Anymore,starring,1,Ellen Burstyn,female,0.9974
1974,Alice Doesn't Live Here Anymore,starring,2,Kris Kristofferson,female,0.5096
1974,Alice Doesn't Live Here Anymore,starring,3,Mia Bendixsen,female,0.9987
1974,Alice Doesn't Live Here Anymore,starring,4,Alfred Lutter III,male,0.9942
1974,The Front Page,director,1,Billy Wilder,male,0.9881
1974,The Front Page,starring,1,Jack Lemmon,male,0.9969
1974,The Front Page,starring,2,Walter Matthau,male,0.9942
1974,The Front Page,starring,3,Susan Sarandon,female,0.9978
1974,The Front Page,starring,4,Vincent Gardenia,male,0.9956
1974,A Woman Under the Influence,director,1,John Cassavetes,male,0.9961
1974,A Woman Under the Influence,starring,1,Gena Rowlands,female,1
1974,A Woman Under the Influence,starring,2,Peter Falk,male,0.9966
1974,A Woman Under the Influence,starring,3,Fred Draper,male,0.9952
1974,A Woman Under the Influence,starring,4,Lady Rowlands,female,1
1974,California Split,director,1,Robert Altman,male,0.9959
1974,California Split,starring,1,George Segal,male,0.9932
1974,California Split,starring,2,Elliott Gould,male,0.9441
1974,California Split,starring,3,Ann Prentiss,female,0.9973
1974,California Split,starring,4,Gwen Welles,female,0.9915
1974,The Sugarland Express,director,1,Steven Spielberg,male,0.9963
1974,The Sugarland Express,starring,1,Goldie Hawn,female,0.9843
1974,The Sugarland Express,starring,2,Ben Johnson,male,0.996
1974,The Sugarland Express,starring,3,Michael Sacks,male,0.9947
1974,The Sugarland Express,starring,4,William Atherton,male,0.9962
1974,The Conversation,director,1,Francis Ford Coppola,male,0.9125
1974,The Conversation,starring,1,Gene Hackman,male,0.9704
1974,The Conversation,starring,2,John Cazale,male,0.9961
1974,The Conversation,starring,3,Allen Garfield,male,0.9938
1974,The Conversation,starring,4,Frederic Forrest,male,1
1974,Three the Hard Way,director,1,Gordon Parks Jr.,male,0.9966
1974,Three the Hard Way,starring,1,Jim Brown,male,0.9966
1974,Three the Hard Way,starring,2,Fred Williamson,male,0.9952
1974,Three the Hard Way,starring,3,Jim Kelly,male,0.9966
1974,Three the Hard Way,starring,4,Sheila Frazier,female,0.9974
1974,The Man from Clover Grove,director,1,William Byron Hillman,male,0.9962
1974,The Man from Clover Grove,starring,1,Ron Masak,male,0.9979
1974,The Man from Clover Grove,starring,2,Cheryl Miller,female,0.9979
1974,The Man from Clover Grove,starring,3,Jed Allan,male,1
1974,The Man from Clover Grove,starring,4,Richard Deacon,male,0.9963
1974,White Salt and Sunshine,starring,1,Art Arfons,male,1
1974,White Salt and Sunshine,starring,2,Craig Breedlove,male,0.9964
1974,White Salt and Sunshine,starring,3,Donald Campbell,male,0.9961
1974,White Salt and Sunshine,starring,4,Malcolm Campbell,male,0.9982
1974,Lucifer's Women,director,1,Paul Aratow,male,0.996
1974,Lucifer's Women,starring,1,Larry Hankin,male,0.9954
1974,Lucifer's Women,starring,2,Jane Brunel-Cohen,female,0.9971
1974,Lucifer's Women,starring,3,Norman Pierce,male,0.9938
1974,Lucifer's Women,starring,4,Paul Thomas,male,0.996
1974,The Streak Car Company,director,1,Paul Kiener,male,0.996
1974,The Streak Car Company,starring,1,Ron Ivie,male,0.9979
1974,The Streak Car Company,starring,2,Jer'rise Jennings,female,0.5598
1974,The Streak Car Company,starring,3,Richard Jewkes,male,0.9963
1974,The Streak Car Company,starring,4,Paul Kiener,male,0.996
1974,The Devil Made Me Do It,director,1,Norbert Meisel,male,1
1974,The Devil Made Me Do It,starring,1,Brigette Giursa,female,1
1974,The Devil Made Me Do It,starring,2,Andy Hopkins,male,0.9881
1974,The Devil Made Me Do It,starring,3,Celenthia Monett,NA,NA
1974,The Devil Made Me Do It,starring,4,Ted Roter,male,0.9978
1974,The Minutes and Hours,director,1,Frany Sardou,NA,NA
1974,The Minutes and Hours,starring,1,Alex Colon,male,0.9657
1974,The Minutes and Hours,starring,2,Julio Colon,male,0.9925
1974,The Minutes and Hours,starring,3,Carlos Cruz,male,0.9922
1974,The Minutes and Hours,starring,4,Laura Figueroa,female,0.997
1974,37-73,director,1,Richard Myers,male,0.9963
1974,False Pretenses,director,1,Andrew Noren,male,0.996
1974,Ride to Ecstasy,starring,1,Daniel Harris,male,0.9954
1974,Ride to Ecstasy,starring,2,Aurora Lee,female,0.9997
1974,Ride to Ecstasy,starring,3,Carmen Macera,female,0.9188
1974,Ride to Ecstasy,starring,4,Jamin Selig,male,0.9528
1974,"Young, Rich and Ripe",starring,1,Jack Birch,male,0.9969
1974,"Young, Rich and Ripe",starring,2,Carol Connors,female,0.9928
1974,"Young, Rich and Ripe",starring,3,Aurora Davis,female,0.9997
1974,"Young, Rich and Ripe",starring,4,Al Del Bake,male,0.9868
1974,The Deadly Touch,director,1,Moc Kan Sent,NA,NA
1974,The Deadly Touch,starring,1,Albert Glez-Rubio,male,0.9944
1974,The Deadly Touch,starring,2,Mirtha Moc,female,1
1974,The Deadly Touch,starring,3,Louis O'Quendo,male,0.9935
1974,The Deadly Touch,starring,4,Rosendo Rosell,male,1
1974,The Transformation: A Sandwich of Nightmares,director,1,Lewis Jackson,male,0.9939
1974,The Transformation: A Sandwich of Nightmares,starring,1,Michael Baxter,male,0.9947
1974,The Transformation: A Sandwich of Nightmares,starring,2,Les Crook,male,0.9895
1974,The Transformation: A Sandwich of Nightmares,starring,3,Lewis Jackson,male,0.9939
1974,The Transformation: A Sandwich of Nightmares,starring,4,David Kirk,male,0.9963
1974,Slime Town Blues,director,1,Ian Morrison,male,0.9962
1974,Slime Town Blues,starring,1,Ed 'Zelmo' Baty,male,0.9995
1974,Slime Town Blues,starring,2,Allan Boardman,male,0.9972
1974,Slime Town Blues,starring,3,Jimmy Bowers,male,0.9928
1974,Slime Town Blues,starring,4,John Q. Bruce,male,0.9961
1974,Angie Baby,director,1,Arcen Ciel,NA,NA
1974,Angie Baby,starring,1,Linda Neal,female,0.9976
1974,Angie Baby,starring,2,David Douglas,male,0.9963
1974,Angie Baby,starring,3,Becky Sharpe,female,0.9984
1974,Angie Baby,starring,4,Linda York,female,0.9976
1974,Apache Fire,director,1,Don Ross,male,0.9937
1974,Apache Fire,starring,1,Ron Boni,male,0.9979
1974,Apache Fire,starring,2,Esther Corbett,female,0.9961
1974,Apache Fire,starring,3,Fred Oram,male,0.9952
1974,Apache Fire,starring,4,David Colosimo II,male,0.9963
1974,Print Generation,director,1,J.J. Murphy,NA,NA
1974,The Enemy,director,1,Donald W. Thompson,male,0.9961
1974,The Enemy,starring,1,Ken Smith,male,0.9992
1974,The Enemy,starring,2,Judith Ivey,female,0.9974
1974,The Enemy,starring,3,Ron Relic,male,0.9979
1974,The Enemy,starring,4,Ed Krieger,male,0.9995
1974,The French Love Secret,starring,1,Rene Bond,male,0.6692
1974,The French Love Secret,starring,2,Sandy Carey,female,0.8956
1974,The French Love Secret,starring,3,Barry Cooper,male,0.9955
1974,The French Love Secret,starring,4,Neola Graef,female,1
1974,It Happened One Weekend,director,1,Palmer Rockey,male,0.8731
1974,It Happened One Weekend,starring,1,Palmer Rockey,male,0.8731
1974,It Happened One Weekend,starring,2,Cookie Ann,female,1
1974,It Happened One Weekend,starring,3,Ron DiSalvo,male,0.9979
1974,It Happened One Weekend,starring,4,Sherry Moore,female,0.9962
1974,The Great Masquerade,director,1,Alan Ormsby,male,0.9968
1974,The Great Masquerade,starring,1,Kaye Stevens,female,0.9732
1974,The Great Masquerade,starring,2,Roberts Blossom,male,1
1974,The Great Masquerade,starring,3,Gay Perkins,female,0.9542
1974,The Great Masquerade,starring,4,Frank Logan,male,0.9953
1974,Arizona Slim,director,1,Richard Chase,male,0.9963
1974,Arizona Slim,starring,1,Judith Cohen,female,0.9974
1974,Arizona Slim,starring,2,Joe Cortese,male,0.9745
1974,Arizona Slim,starring,3,Yvonne De Carlo,female,0.9961
1974,Arizona Slim,starring,4,Michael Des Barres,male,0.9947
1974,Acts of Light,director,1,Bill Brand,male,0.9971
1974,North of the Sun,director,1,Gordon Eastman,male,0.9966
1974,North of the Sun,starring,1,Gordon Eastman,male,0.9966
1974,Let's Go for Broke,director,1,Ron Walsh,male,0.9979
1974,Let's Go for Broke,starring,1,Christa Helm,female,0.9992
1974,Let's Go for Broke,starring,2,Chitra Neogy,female,1
1974,Let's Go for Broke,starring,3,Frank Raiter,male,0.9953
1974,Let's Go for Broke,starring,4,Jacqueline Mayro,female,0.9968
1974,Tiger Cage,director,1,Sean MacGregor,male,0.9925
1974,Tiger Cage,starring,1,William Smith,male,0.9962
1974,Tiger Cage,starring,2,Janee Michelle,female,0.9982
1974,Tiger Cage,starring,3,Gayle Hemingway,female,0.9445
1974,Tiger Cage,starring,4,John Alderman,male,0.9961
1974,A Pocket Filled with Dreams,director,1,Joanna Lee,female,0.9969
1974,A Pocket Filled with Dreams,starring,1,Joanna Lee,female,0.9969
1974,Last Free Ride,director,1,Roy Nolan,male,0.9938
1974,Last Free Ride,starring,1,Saul Rouda,male,0.9975
1974,Last Free Ride,starring,2,Joe Tate,male,0.9745
1974,Joseph Beuys' Public Dialogue,director,1,Willoughby Sharp,male,0.8302
1974,Joseph Beuys' Public Dialogue,starring,1,Joseph Beuys,male,0.9958
1974,Joseph Beuys' Public Dialogue,starring,2,Eleanor Antin,female,0.9979
1974,Joseph Beuys' Public Dialogue,starring,3,Al Hansen,male,0.9868
1974,Joseph Beuys' Public Dialogue,starring,4,Claes Oldenburg,NA,NA
1974,Goodnight Jackie,director,1,Jerry London,male,0.9757
1974,Goodnight Jackie,starring,1,Wendell Burton,male,0.988
1974,Goodnight Jackie,starring,2,Gregory Sierra,male,0.9957
1974,Goodnight Jackie,starring,3,Lana Wood,female,0.9997
1974,Goodnight Jackie,starring,4,Christopher Norris,male,0.995
1974,The Green Hornet,director,1,William Beaudine,male,0.9962
1974,The Green Hornet,director,2,Norman Foster,male,0.9938
1974,The Green Hornet,director,3,E. Darrell Hallenbeck,NA,NA
1974,The Green Hornet,starring,1,Bruce Lee,male,0.9965
1974,The Green Hornet,starring,2,Van Williams,male,0.9353
1974,The Green Hornet,starring,3,Wende Wagner,female,1
1974,The Green Hornet,starring,4,Lloyd Gough,male,0.9944
1974,To Be a Rose,director,1,William A. Levey,male,0.9962
1974,To Be a Rose,starring,1,Stephen Brancliff,male,0.9964
1974,To Be a Rose,starring,2,Sandy Dempsey,female,0.8956
1974,To Be a Rose,starring,3,Avram Dorion,male,1
1974,To Be a Rose,starring,4,Don Hamilton,male,0.9937
1974,Injun fender,director,1,Robert Cordier,male,0.9959
