doc_id,year,month,day,views
John Clare,2023,9,25,161
John Clare,2023,9,26,155
John Clare,2023,9,27,165
John Clare,2023,9,28,146
John Clare,2023,9,29,139
Felicia Hemans,2023,8,1,45
Felicia Hemans,2023,8,2,70
Felicia Hemans,2023,8,3,79
Felicia Hemans,2023,8,4,53
Felicia Hemans,2023,8,5,34
Felicia Hemans,2023,8,6,35
Felicia Hemans,2023,8,7,50
Felicia Hemans,2023,8,8,53
Felicia Hemans,2023,8,9,57
Felicia Hemans,2023,8,10,43
Felicia Hemans,2023,8,11,57
Felicia Hemans,2023,8,12,40
Felicia Hemans,2023,8,13,51
Felicia Hemans,2023,8,14,50
Felicia Hemans,2023,8,15,48
Felicia Hemans,2023,8,16,51
Felicia Hemans,2023,8,17,39
Felicia Hemans,2023,8,18,35
Felicia Hemans,2023,8,19,40
Felicia Hemans,2023,8,20,49
Felicia Hemans,2023,8,21,49
Felicia Hemans,2023,8,22,45
Felicia Hemans,2023,8,23,41
Felicia Hemans,2023,8,24,35
Felicia Hemans,2023,8,25,32
Felicia Hemans,2023,8,26,26
Felicia Hemans,2023,8,27,57
Felicia Hemans,2023,8,28,50
Felicia Hemans,2023,8,29,34
Felicia Hemans,2023,8,30,36
Felicia Hemans,2023,8,31,43
Felicia Hemans,2023,9,1,32
Felicia Hemans,2023,9,2,38
Felicia Hemans,2023,9,3,53
Felicia Hemans,2023,9,4,44
Felicia Hemans,2023,9,5,42
Felicia Hemans,2023,9,6,43
Felicia Hemans,2023,9,7,37
Felicia Hemans,2023,9,8,50
Felicia Hemans,2023,9,9,37
Felicia Hemans,2023,9,10,24
Felicia Hemans,2023,9,11,39
Felicia Hemans,2023,9,12,44
Felicia Hemans,2023,9,13,39
Felicia Hemans,2023,9,14,37
Felicia Hemans,2023,9,15,39
Felicia Hemans,2023,9,16,40
Felicia Hemans,2023,9,17,43
Felicia Hemans,2023,9,18,49
Felicia Hemans,2023,9,19,49
Felicia Hemans,2023,9,20,53
Felicia Hemans,2023,9,21,47
Felicia Hemans,2023,9,22,41
Felicia Hemans,2023,9,23,35
Felicia Hemans,2023,9,24,37
Felicia Hemans,2023,9,25,100
Felicia Hemans,2023,9,26,59
Felicia Hemans,2023,9,27,57
Felicia Hemans,2023,9,28,56
Felicia Hemans,2023,9,29,41
John Keats,2023,8,1,1663
John Keats,2023,8,2,1661
John Keats,2023,8,3,1407
John Keats,2023,8,4,1702
John Keats,2023,8,5,1337
John Keats,2023,8,6,1669
John Keats,2023,8,7,1472
John Keats,2023,8,8,1679
John Keats,2023,8,9,1712
John Keats,2023,8,10,1526
John Keats,2023,8,11,1363
John Keats,2023,8,12,1312
John Keats,2023,8,13,1469
John Keats,2023,8,14,1324
John Keats,2023,8,15,1358
John Keats,2023,8,16,1638
John Keats,2023,8,17,1558
John Keats,2023,8,18,1610
John Keats,2023,8,19,1481
John Keats,2023,8,20,1624
John Keats,2023,8,21,1702
John Keats,2023,8,22,1718
John Keats,2023,8,23,1560
John Keats,2023,8,24,1497
John Keats,2023,8,25,1513
John Keats,2023,8,26,1405
John Keats,2023,8,27,1552
John Keats,2023,8,28,1575
John Keats,2023,8,29,1546
John Keats,2023,8,30,1382
John Keats,2023,8,31,1444
John Keats,2023,9,1,1450
John Keats,2023,9,2,1353
John Keats,2023,9,3,1631
John Keats,2023,9,4,1523
John Keats,2023,9,5,1404
John Keats,2023,9,6,1546
John Keats,2023,9,7,1619
John Keats,2023,9,8,1536
John Keats,2023,9,9,1473
John Keats,2023,9,10,1735
John Keats,2023,9,11,1754
John Keats,2023,9,12,1847
John Keats,2023,9,13,1909
John Keats,2023,9,14,1767
John Keats,2023,9,15,1629
John Keats,2023,9,16,1433
John Keats,2023,9,17,1548
John Keats,2023,9,18,1685
John Keats,2023,9,19,1700
John Keats,2023,9,20,1801
John Keats,2023,9,21,1705
John Keats,2023,9,22,1645
John Keats,2023,9,23,1576
John Keats,2023,9,24,1696
John Keats,2023,9,25,1749
John Keats,2023,9,26,2064
John Keats,2023,9,27,1627
John Keats,2023,9,28,1703
John Keats,2023,9,29,2038
John Stuart Mill,2023,8,1,1189
John Stuart Mill,2023,8,2,1125
John Stuart Mill,2023,8,3,1226
John Stuart Mill,2023,8,4,1106
John Stuart Mill,2023,8,5,992
John Stuart Mill,2023,8,6,953
John Stuart Mill,2023,8,7,1083
John Stuart Mill,2023,8,8,1142
John Stuart Mill,2023,8,9,1092
John Stuart Mill,2023,8,10,1111
John Stuart Mill,2023,8,11,975
John Stuart Mill,2023,8,12,937
John Stuart Mill,2023,8,13,1070
John Stuart Mill,2023,8,14,1141
John Stuart Mill,2023,8,15,1140
John Stuart Mill,2023,8,16,1182
John Stuart Mill,2023,8,17,1234
John Stuart Mill,2023,8,18,1161
John Stuart Mill,2023,8,19,980
John Stuart Mill,2023,8,20,1022
John Stuart Mill,2023,8,21,1061
John Stuart Mill,2023,8,22,1165
John Stuart Mill,2023,8,23,1039
John Stuart Mill,2023,8,24,1073
John Stuart Mill,2023,8,25,1010
John Stuart Mill,2023,8,26,924
John Stuart Mill,2023,8,27,979
John Stuart Mill,2023,8,28,1158
John Stuart Mill,2023,8,29,1258
John Stuart Mill,2023,8,30,1228
John Stuart Mill,2023,8,31,1323
John Stuart Mill,2023,9,1,1153
John Stuart Mill,2023,9,2,919
John Stuart Mill,2023,9,3,1155
John Stuart Mill,2023,9,4,1264
John Stuart Mill,2023,9,5,1338
John Stuart Mill,2023,9,6,1438
John Stuart Mill,2023,9,7,1539
John Stuart Mill,2023,9,8,1399
John Stuart Mill,2023,9,9,1162
John Stuart Mill,2023,9,10,1304
John Stuart Mill,2023,9,11,1608
John Stuart Mill,2023,9,12,1702
John Stuart Mill,2023,9,13,1553
John Stuart Mill,2023,9,14,1694
John Stuart Mill,2023,9,15,1442
John Stuart Mill,2023,9,16,1145
John Stuart Mill,2023,9,17,1254
John Stuart Mill,2023,9,18,1610
John Stuart Mill,2023,9,19,1599
John Stuart Mill,2023,9,20,1585
John Stuart Mill,2023,9,21,1593
John Stuart Mill,2023,9,22,1359
John Stuart Mill,2023,9,23,1222
John Stuart Mill,2023,9,24,1321
John Stuart Mill,2023,9,25,1705
John Stuart Mill,2023,9,26,1628
John Stuart Mill,2023,9,27,1581
John Stuart Mill,2023,9,28,1526
John Stuart Mill,2023,9,29,1406
Elizabeth Barrett Browning,2023,8,1,383
Elizabeth Barrett Browning,2023,8,2,440
Elizabeth Barrett Browning,2023,8,3,402
Elizabeth Barrett Browning,2023,8,4,429
Elizabeth Barrett Browning,2023,8,5,468
Elizabeth Barrett Browning,2023,8,6,460
Elizabeth Barrett Browning,2023,8,7,406
Elizabeth Barrett Browning,2023,8,8,479
Elizabeth Barrett Browning,2023,8,9,437
Elizabeth Barrett Browning,2023,8,10,435
Elizabeth Barrett Browning,2023,8,11,404
Elizabeth Barrett Browning,2023,8,12,422
Elizabeth Barrett Browning,2023,8,13,483
Elizabeth Barrett Browning,2023,8,14,468
Elizabeth Barrett Browning,2023,8,15,488
Elizabeth Barrett Browning,2023,8,16,491
Elizabeth Barrett Browning,2023,8,17,482
Elizabeth Barrett Browning,2023,8,18,387
Elizabeth Barrett Browning,2023,8,19,416
Elizabeth Barrett Browning,2023,8,20,423
Elizabeth Barrett Browning,2023,8,21,441
Elizabeth Barrett Browning,2023,8,22,488
Elizabeth Barrett Browning,2023,8,23,513
Elizabeth Barrett Browning,2023,8,24,421
Elizabeth Barrett Browning,2023,8,25,461
Elizabeth Barrett Browning,2023,8,26,385
Elizabeth Barrett Browning,2023,8,27,528
Elizabeth Barrett Browning,2023,8,28,453
Elizabeth Barrett Browning,2023,8,29,456
Elizabeth Barrett Browning,2023,8,30,514
Elizabeth Barrett Browning,2023,8,31,561
Elizabeth Barrett Browning,2023,9,1,510
Elizabeth Barrett Browning,2023,9,2,484
Elizabeth Barrett Browning,2023,9,3,509
Elizabeth Barrett Browning,2023,9,4,482
Elizabeth Barrett Browning,2023,9,5,564
Elizabeth Barrett Browning,2023,9,6,508
Elizabeth Barrett Browning,2023,9,7,533
Elizabeth Barrett Browning,2023,9,8,3550
Elizabeth Barrett Browning,2023,9,9,1444
Elizabeth Barrett Browning,2023,9,10,972
Elizabeth Barrett Browning,2023,9,11,861
Elizabeth Barrett Browning,2023,9,12,12636
Elizabeth Barrett Browning,2023,9,13,1151
Elizabeth Barrett Browning,2023,9,14,796
Elizabeth Barrett Browning,2023,9,15,609
Elizabeth Barrett Browning,2023,9,16,550
Elizabeth Barrett Browning,2023,9,17,598
Elizabeth Barrett Browning,2023,9,18,670
Elizabeth Barrett Browning,2023,9,19,577
Elizabeth Barrett Browning,2023,9,20,586
Elizabeth Barrett Browning,2023,9,21,552
Elizabeth Barrett Browning,2023,9,22,486
Elizabeth Barrett Browning,2023,9,23,454
Elizabeth Barrett Browning,2023,9,24,562
Elizabeth Barrett Browning,2023,9,25,560
Elizabeth Barrett Browning,2023,9,26,520
Elizabeth Barrett Browning,2023,9,27,570
Elizabeth Barrett Browning,2023,9,28,518
Elizabeth Barrett Browning,2023,9,29,579
"Alfred, Lord Tennyson",2023,8,1,1182
"Alfred, Lord Tennyson",2023,8,2,1128
"Alfred, Lord Tennyson",2023,8,3,1091
"Alfred, Lord Tennyson",2023,8,4,1030
"Alfred, Lord Tennyson",2023,8,5,1077
"Alfred, Lord Tennyson",2023,8,6,1870
"Alfred, Lord Tennyson",2023,8,7,1263
"Alfred, Lord Tennyson",2023,8,8,1169
"Alfred, Lord Tennyson",2023,8,9,1110
"Alfred, Lord Tennyson",2023,8,10,1116
"Alfred, Lord Tennyson",2023,8,11,1277
"Alfred, Lord Tennyson",2023,8,12,1102
"Alfred, Lord Tennyson",2023,8,13,1056
"Alfred, Lord Tennyson",2023,8,14,997
"Alfred, Lord Tennyson",2023,8,15,1061
"Alfred, Lord Tennyson",2023,8,16,1166
"Alfred, Lord Tennyson",2023,8,17,1258
"Alfred, Lord Tennyson",2023,8,18,1157
"Alfred, Lord Tennyson",2023,8,19,1083
"Alfred, Lord Tennyson",2023,8,20,1087
"Alfred, Lord Tennyson",2023,8,21,1213
"Alfred, Lord Tennyson",2023,8,22,1279
"Alfred, Lord Tennyson",2023,8,23,1225
"Alfred, Lord Tennyson",2023,8,24,1164
"Alfred, Lord Tennyson",2023,8,25,1281
"Alfred, Lord Tennyson",2023,8,26,998
"Alfred, Lord Tennyson",2023,8,27,1071
"Alfred, Lord Tennyson",2023,8,28,1173
"Alfred, Lord Tennyson",2023,8,29,1063
"Alfred, Lord Tennyson",2023,8,30,1122
"Alfred, Lord Tennyson",2023,8,31,950
"Alfred, Lord Tennyson",2023,9,1,908
"Alfred, Lord Tennyson",2023,9,2,983
"Alfred, Lord Tennyson",2023,9,3,1114
"Alfred, Lord Tennyson",2023,9,4,1133
"Alfred, Lord Tennyson",2023,9,5,1098
"Alfred, Lord Tennyson",2023,9,6,1121
"Alfred, Lord Tennyson",2023,9,7,1159
"Alfred, Lord Tennyson",2023,9,8,1074
"Alfred, Lord Tennyson",2023,9,9,1009
"Alfred, Lord Tennyson",2023,9,10,1066
"Alfred, Lord Tennyson",2023,9,11,1210
"Alfred, Lord Tennyson",2023,9,12,1331
"Alfred, Lord Tennyson",2023,9,13,1150
"Alfred, Lord Tennyson",2023,9,14,1171
"Alfred, Lord Tennyson",2023,9,15,954
"Alfred, Lord Tennyson",2023,9,16,941
"Alfred, Lord Tennyson",2023,9,17,993
"Alfred, Lord Tennyson",2023,9,18,1179
"Alfred, Lord Tennyson",2023,9,19,1304
"Alfred, Lord Tennyson",2023,9,20,1060
"Alfred, Lord Tennyson",2023,9,21,1103
"Alfred, Lord Tennyson",2023,9,22,1075
"Alfred, Lord Tennyson",2023,9,23,932
"Alfred, Lord Tennyson",2023,9,24,1044
"Alfred, Lord Tennyson",2023,9,25,1062
"Alfred, Lord Tennyson",2023,9,26,1191
"Alfred, Lord Tennyson",2023,9,27,1006
"Alfred, Lord Tennyson",2023,9,28,931
"Alfred, Lord Tennyson",2023,9,29,869
Charles Dickens,2023,8,1,6370
Charles Dickens,2023,8,2,4030
Charles Dickens,2023,8,3,4280
Charles Dickens,2023,8,4,3972
Charles Dickens,2023,8,5,4096
Charles Dickens,2023,8,6,4783
Charles Dickens,2023,8,7,4350
Charles Dickens,2023,8,8,4217
Charles Dickens,2023,8,9,3976
Charles Dickens,2023,8,10,4091
Charles Dickens,2023,8,11,3825
Charles Dickens,2023,8,12,3911
Charles Dickens,2023,8,13,4131
Charles Dickens,2023,8,14,3844
Charles Dickens,2023,8,15,4419
Charles Dickens,2023,8,16,4338
Charles Dickens,2023,8,17,4271
Charles Dickens,2023,8,18,3920
Charles Dickens,2023,8,19,4008
Charles Dickens,2023,8,20,4462
Charles Dickens,2023,8,21,4575
Charles Dickens,2023,8,22,4454
Charles Dickens,2023,8,23,4304
Charles Dickens,2023,8,24,4207
Charles Dickens,2023,8,25,4906
Charles Dickens,2023,8,26,4496
Charles Dickens,2023,8,27,4610
Charles Dickens,2023,8,28,4392
Charles Dickens,2023,8,29,4634
Charles Dickens,2023,8,30,4393
Charles Dickens,2023,8,31,3955
Charles Dickens,2023,9,1,3776
Charles Dickens,2023,9,2,3785
Charles Dickens,2023,9,3,4704
Charles Dickens,2023,9,4,4465
Charles Dickens,2023,9,5,4309
Charles Dickens,2023,9,6,4277
Charles Dickens,2023,9,7,4729
Charles Dickens,2023,9,8,4383
Charles Dickens,2023,9,9,4096
Charles Dickens,2023,9,10,4940
Charles Dickens,2023,9,11,4841
Charles Dickens,2023,9,12,4670
Charles Dickens,2023,9,13,4621
Charles Dickens,2023,9,14,4574
Charles Dickens,2023,9,15,4315
Charles Dickens,2023,9,16,4585
Charles Dickens,2023,9,17,5278
Charles Dickens,2023,9,18,4905
Charles Dickens,2023,9,19,4839
Charles Dickens,2023,9,20,4620
Charles Dickens,2023,9,21,4566
Charles Dickens,2023,9,22,4387
Charles Dickens,2023,9,23,4689
Charles Dickens,2023,9,24,4843
Charles Dickens,2023,9,25,5018
Charles Dickens,2023,9,26,4996
Charles Dickens,2023,9,27,4522
Charles Dickens,2023,9,28,4505
Charles Dickens,2023,9,29,4015
Charlotte Brontë,2023,8,1,1995
Charlotte Brontë,2023,8,2,1788
Charlotte Brontë,2023,8,3,1723
Charlotte Brontë,2023,8,4,2027
Charlotte Brontë,2023,8,5,2237
Charlotte Brontë,2023,8,6,2651
Charlotte Brontë,2023,8,7,1944
Charlotte Brontë,2023,8,8,1938
Charlotte Brontë,2023,8,9,1674
Charlotte Brontë,2023,8,10,2008
Charlotte Brontë,2023,8,11,2642
Charlotte Brontë,2023,8,12,2453
Charlotte Brontë,2023,8,13,2211
Charlotte Brontë,2023,8,14,1899
Charlotte Brontë,2023,8,15,1944
Charlotte Brontë,2023,8,16,2175
Charlotte Brontë,2023,8,17,1842
Charlotte Brontë,2023,8,18,1840
Charlotte Brontë,2023,8,19,2293
Charlotte Brontë,2023,8,20,2375
Charlotte Brontë,2023,8,21,2162
Charlotte Brontë,2023,8,22,1781
Charlotte Brontë,2023,8,23,1728
Charlotte Brontë,2023,8,24,1768
Charlotte Brontë,2023,8,25,1983
Charlotte Brontë,2023,8,26,2087
Charlotte Brontë,2023,8,27,2320
Charlotte Brontë,2023,8,28,2079
Charlotte Brontë,2023,8,29,1744
Charlotte Brontë,2023,8,30,1605
Charlotte Brontë,2023,8,31,1736
Charlotte Brontë,2023,9,1,1946
Charlotte Brontë,2023,9,2,2341
Charlotte Brontë,2023,9,3,2130
Charlotte Brontë,2023,9,4,2012
Charlotte Brontë,2023,9,5,1948
Charlotte Brontë,2023,9,6,1792
Charlotte Brontë,2023,9,7,2392
Charlotte Brontë,2023,9,8,1984
Charlotte Brontë,2023,9,9,2108
Charlotte Brontë,2023,9,10,2392
Charlotte Brontë,2023,9,11,2205
Charlotte Brontë,2023,9,12,1847
Charlotte Brontë,2023,9,13,1810
Charlotte Brontë,2023,9,14,1914
Charlotte Brontë,2023,9,15,1755
Charlotte Brontë,2023,9,16,2125
Charlotte Brontë,2023,9,17,2349
Charlotte Brontë,2023,9,18,1966
Charlotte Brontë,2023,9,19,1789
Charlotte Brontë,2023,9,20,1826
Charlotte Brontë,2023,9,21,1980
Charlotte Brontë,2023,9,22,1995
Charlotte Brontë,2023,9,23,2149
Charlotte Brontë,2023,9,24,2338
Charlotte Brontë,2023,9,25,2117
Charlotte Brontë,2023,9,26,1862
Charlotte Brontë,2023,9,27,1710
Charlotte Brontë,2023,9,28,1919
Charlotte Brontë,2023,9,29,1739
Emily Brontë,2023,8,1,3073
Emily Brontë,2023,8,2,2507
Emily Brontë,2023,8,3,2286
Emily Brontë,2023,8,4,3276
Emily Brontë,2023,8,5,3445
Emily Brontë,2023,8,6,4514
Emily Brontë,2023,8,7,2886
Emily Brontë,2023,8,8,2857
Emily Brontë,2023,8,9,2368
Emily Brontë,2023,8,10,3391
Emily Brontë,2023,8,11,4963
Emily Brontë,2023,8,12,4416
Emily Brontë,2023,8,13,3342
Emily Brontë,2023,8,14,2625
Emily Brontë,2023,8,15,2345
Emily Brontë,2023,8,16,3489
Emily Brontë,2023,8,17,2226
Emily Brontë,2023,8,18,2367
Emily Brontë,2023,8,19,3327
Emily Brontë,2023,8,20,3350
Emily Brontë,2023,8,21,3078
Emily Brontë,2023,8,22,2410
Emily Brontë,2023,8,23,2220
Emily Brontë,2023,8,24,2014
Emily Brontë,2023,8,25,2405
Emily Brontë,2023,8,26,2744
Emily Brontë,2023,8,27,3072
Emily Brontë,2023,8,28,2490
Emily Brontë,2023,8,29,2058
Emily Brontë,2023,8,30,1747
Emily Brontë,2023,8,31,2128
Emily Brontë,2023,9,1,2852
Emily Brontë,2023,9,2,3725
Emily Brontë,2023,9,3,3109
Emily Brontë,2023,9,4,2571
Emily Brontë,2023,9,5,2420
Emily Brontë,2023,9,6,2271
Emily Brontë,2023,9,7,3398
Emily Brontë,2023,9,8,2759
Emily Brontë,2023,9,9,2938
Emily Brontë,2023,9,10,3685
Emily Brontë,2023,9,11,2962
Emily Brontë,2023,9,12,2177
Emily Brontë,2023,9,13,2255
Emily Brontë,2023,9,14,2346
Emily Brontë,2023,9,15,2331
Emily Brontë,2023,9,16,3155
Emily Brontë,2023,9,17,3261
Emily Brontë,2023,9,18,2445
Emily Brontë,2023,9,19,2072
Emily Brontë,2023,9,20,2139
Emily Brontë,2023,9,21,3008
Emily Brontë,2023,9,22,3140
Emily Brontë,2023,9,23,3257
Emily Brontë,2023,9,24,3651
Emily Brontë,2023,9,25,3010
Emily Brontë,2023,9,26,2704
Emily Brontë,2023,9,27,2553
Emily Brontë,2023,9,28,2868
Emily Brontë,2023,9,29,2286
George Eliot,2023,8,1,1487
George Eliot,2023,8,2,1435
George Eliot,2023,8,3,1518
George Eliot,2023,8,4,1407
George Eliot,2023,8,5,1687
George Eliot,2023,8,6,2104
George Eliot,2023,8,7,1652
George Eliot,2023,8,8,1714
George Eliot,2023,8,9,1351
George Eliot,2023,8,10,1356
George Eliot,2023,8,11,1276
George Eliot,2023,8,12,2183
George Eliot,2023,8,13,2132
George Eliot,2023,8,14,1969
George Eliot,2023,8,15,1857
George Eliot,2023,8,16,1615
George Eliot,2023,8,17,1552
George Eliot,2023,8,18,2208
George Eliot,2023,8,19,3409
George Eliot,2023,8,20,3215
George Eliot,2023,8,21,1973
George Eliot,2023,8,22,1931
George Eliot,2023,8,23,2329
George Eliot,2023,8,24,1670
George Eliot,2023,8,25,1650
George Eliot,2023,8,26,1920
George Eliot,2023,8,27,2107
George Eliot,2023,8,28,1858
George Eliot,2023,8,29,1557
George Eliot,2023,8,30,1446
George Eliot,2023,8,31,1468
George Eliot,2023,9,1,1569
George Eliot,2023,9,2,1341
George Eliot,2023,9,3,1498
George Eliot,2023,9,4,1552
George Eliot,2023,9,5,1667
George Eliot,2023,9,6,1578
George Eliot,2023,9,7,2429
George Eliot,2023,9,8,1824
George Eliot,2023,9,9,1708
George Eliot,2023,9,10,2299
George Eliot,2023,9,11,1905
George Eliot,2023,9,12,1698
George Eliot,2023,9,13,1605
George Eliot,2023,9,14,1575
George Eliot,2023,9,15,1541
George Eliot,2023,9,16,1475
George Eliot,2023,9,17,1646
George Eliot,2023,9,18,1549
George Eliot,2023,9,19,1591
George Eliot,2023,9,20,1552
George Eliot,2023,9,21,1461
George Eliot,2023,9,22,1390
George Eliot,2023,9,23,1585
George Eliot,2023,9,24,1631
George Eliot,2023,9,25,1669
George Eliot,2023,9,26,1699
George Eliot,2023,9,27,1461
George Eliot,2023,9,28,1447
George Eliot,2023,9,29,1347
Matthew Arnold,2023,8,1,401
Matthew Arnold,2023,8,2,395
Matthew Arnold,2023,8,3,500
Matthew Arnold,2023,8,4,489
Matthew Arnold,2023,8,5,416
Matthew Arnold,2023,8,6,358
Matthew Arnold,2023,8,7,383
Matthew Arnold,2023,8,8,518
Matthew Arnold,2023,8,9,432
Matthew Arnold,2023,8,10,494
Matthew Arnold,2023,8,11,390
Matthew Arnold,2023,8,12,413
Matthew Arnold,2023,8,13,401
Matthew Arnold,2023,8,14,397
Matthew Arnold,2023,8,15,432
Matthew Arnold,2023,8,16,383
Matthew Arnold,2023,8,17,449
Matthew Arnold,2023,8,18,449
Matthew Arnold,2023,8,19,392
Matthew Arnold,2023,8,20,461
Matthew Arnold,2023,8,21,432
Matthew Arnold,2023,8,22,394
Matthew Arnold,2023,8,23,427
Matthew Arnold,2023,8,24,497
Matthew Arnold,2023,8,25,447
Matthew Arnold,2023,8,26,379
Matthew Arnold,2023,8,27,384
Matthew Arnold,2023,8,28,355
Matthew Arnold,2023,8,29,338
Matthew Arnold,2023,8,30,374
Matthew Arnold,2023,8,31,347
Matthew Arnold,2023,9,1,313
Matthew Arnold,2023,9,2,329
Matthew Arnold,2023,9,3,360
Matthew Arnold,2023,9,4,448
Matthew Arnold,2023,9,5,385
Matthew Arnold,2023,9,6,389
Matthew Arnold,2023,9,7,408
Matthew Arnold,2023,9,8,443
Matthew Arnold,2023,9,9,354
Matthew Arnold,2023,9,10,419
Matthew Arnold,2023,9,11,504
Matthew Arnold,2023,9,12,442
Matthew Arnold,2023,9,13,460
Matthew Arnold,2023,9,14,443
Matthew Arnold,2023,9,15,439
Matthew Arnold,2023,9,16,388
Matthew Arnold,2023,9,17,392
Matthew Arnold,2023,9,18,439
Matthew Arnold,2023,9,19,419
Matthew Arnold,2023,9,20,527
Matthew Arnold,2023,9,21,538
Matthew Arnold,2023,9,22,370
Matthew Arnold,2023,9,23,410
Matthew Arnold,2023,9,24,408
Matthew Arnold,2023,9,25,423
Matthew Arnold,2023,9,26,500
Matthew Arnold,2023,9,27,401
Matthew Arnold,2023,9,28,371
Matthew Arnold,2023,9,29,980
Christina Rossetti,2023,8,1,443
Christina Rossetti,2023,8,2,389
Christina Rossetti,2023,8,3,505
Christina Rossetti,2023,8,4,440
Christina Rossetti,2023,8,5,335
Christina Rossetti,2023,8,6,405
Christina Rossetti,2023,8,7,474
Christina Rossetti,2023,8,8,392
Christina Rossetti,2023,8,9,438
Christina Rossetti,2023,8,10,415
Christina Rossetti,2023,8,11,405
Christina Rossetti,2023,8,12,305
Christina Rossetti,2023,8,13,386
Christina Rossetti,2023,8,14,362
Christina Rossetti,2023,8,15,422
Christina Rossetti,2023,8,16,405
Christina Rossetti,2023,8,17,437
Christina Rossetti,2023,8,18,370
Christina Rossetti,2023,8,19,324
Christina Rossetti,2023,8,20,434
Christina Rossetti,2023,8,21,435
Christina Rossetti,2023,8,22,440
Christina Rossetti,2023,8,23,438
Christina Rossetti,2023,8,24,1492
Christina Rossetti,2023,8,25,556
Christina Rossetti,2023,8,26,405
Christina Rossetti,2023,8,27,476
Christina Rossetti,2023,8,28,442
Christina Rossetti,2023,8,29,428
Christina Rossetti,2023,8,30,413
Christina Rossetti,2023,8,31,403
Christina Rossetti,2023,9,1,393
Christina Rossetti,2023,9,2,420
Christina Rossetti,2023,9,3,443
Christina Rossetti,2023,9,4,476
Christina Rossetti,2023,9,5,528
Christina Rossetti,2023,9,6,483
Christina Rossetti,2023,9,7,456
Christina Rossetti,2023,9,8,418
Christina Rossetti,2023,9,9,361
Christina Rossetti,2023,9,10,465
Christina Rossetti,2023,9,11,532
Christina Rossetti,2023,9,12,519
Christina Rossetti,2023,9,13,507
Christina Rossetti,2023,9,14,558
Christina Rossetti,2023,9,15,407
Christina Rossetti,2023,9,16,374
Christina Rossetti,2023,9,17,511
Christina Rossetti,2023,9,18,505
Christina Rossetti,2023,9,19,529
Christina Rossetti,2023,9,20,470
Christina Rossetti,2023,9,21,473
Christina Rossetti,2023,9,22,411
Christina Rossetti,2023,9,23,390
Christina Rossetti,2023,9,24,454
Christina Rossetti,2023,9,25,631
Christina Rossetti,2023,9,26,491
Christina Rossetti,2023,9,27,406
Christina Rossetti,2023,9,28,415
Christina Rossetti,2023,9,29,366
Bram Stoker,2023,8,1,1749
Bram Stoker,2023,8,2,1878
Bram Stoker,2023,8,3,1881
Bram Stoker,2023,8,4,1854
Bram Stoker,2023,8,5,1789
Bram Stoker,2023,8,6,2034
Bram Stoker,2023,8,7,2533
Bram Stoker,2023,8,8,2916
Bram Stoker,2023,8,9,2229
Bram Stoker,2023,8,10,3166
Bram Stoker,2023,8,11,3537
Bram Stoker,2023,8,12,3468
Bram Stoker,2023,8,13,3567
Bram Stoker,2023,8,14,3260
Bram Stoker,2023,8,15,2528
Bram Stoker,2023,8,16,2427
Bram Stoker,2023,8,17,2085
Bram Stoker,2023,8,18,2128
Bram Stoker,2023,8,19,2221
Bram Stoker,2023,8,20,3912
Bram Stoker,2023,8,21,2495
Bram Stoker,2023,8,22,2249
Bram Stoker,2023,8,23,2026
Bram Stoker,2023,8,24,1911
Bram Stoker,2023,8,25,1736
Bram Stoker,2023,8,26,1800
Bram Stoker,2023,8,27,2218
Bram Stoker,2023,8,28,1940
Bram Stoker,2023,8,29,2092
Bram Stoker,2023,8,30,2539
Bram Stoker,2023,8,31,2422
Bram Stoker,2023,9,1,2365
Bram Stoker,2023,9,2,2656
Bram Stoker,2023,9,3,2825
Bram Stoker,2023,9,4,2873
Bram Stoker,2023,9,5,2332
Bram Stoker,2023,9,6,1899
Bram Stoker,2023,9,7,2005
Bram Stoker,2023,9,8,1846
Bram Stoker,2023,9,9,2131
Bram Stoker,2023,9,10,2264
Bram Stoker,2023,9,11,2020
Bram Stoker,2023,9,12,1749
Bram Stoker,2023,9,13,1788
Bram Stoker,2023,9,14,1892
Bram Stoker,2023,9,15,1896
Bram Stoker,2023,9,16,2086
Bram Stoker,2023,9,17,2173
Bram Stoker,2023,9,18,1909
Bram Stoker,2023,9,19,1797
Bram Stoker,2023,9,20,1815
Bram Stoker,2023,9,21,1738
Bram Stoker,2023,9,22,1646
Bram Stoker,2023,9,23,1820
Bram Stoker,2023,9,24,1961
Bram Stoker,2023,9,25,2061
Bram Stoker,2023,9,26,1885
Bram Stoker,2023,9,27,1744
Bram Stoker,2023,9,28,1791
Bram Stoker,2023,9,29,1913
Oscar Wilde,2023,8,1,5432
Oscar Wilde,2023,8,2,5128
Oscar Wilde,2023,8,3,4837
Oscar Wilde,2023,8,4,4849
Oscar Wilde,2023,8,5,5001
Oscar Wilde,2023,8,6,5254
Oscar Wilde,2023,8,7,4821
Oscar Wilde,2023,8,8,5031
Oscar Wilde,2023,8,9,4776
Oscar Wilde,2023,8,10,5096
Oscar Wilde,2023,8,11,4807
Oscar Wilde,2023,8,12,5137
Oscar Wilde,2023,8,13,5629
Oscar Wilde,2023,8,14,6253
Oscar Wilde,2023,8,15,5147
Oscar Wilde,2023,8,16,5059
Oscar Wilde,2023,8,17,4876
Oscar Wilde,2023,8,18,4790
Oscar Wilde,2023,8,19,5253
