food_code,food_code_description,category_number,category_description
53240010,"Cookie, animal, with frosting or icing",5504,Cookies and brownies
53241500,"Cookie, butter or sugar",5504,Cookies and brownies
53241510,Marie biscuit,5504,Cookies and brownies
53241600,"Cookie, butter or sugar, with fruit and/or nuts",5504,Cookies and brownies
53242000,"Cookie, sugar wafer",5504,Cookies and brownies
53242500,"Cookie, toffee bar",5504,Cookies and brownies
53243000,"Cookie, vanilla sandwich",5504,Cookies and brownies
53243010,"Cookie, vanilla sandwich, extra filling",5504,Cookies and brownies
53243050,"Cookie, vanilla sandwich, reduced fat",5504,Cookies and brownies
53244010,"Cookie, butter or sugar, with chocolate icing or filling",5504,Cookies and brownies
53244020,"Cookie, butter or sugar, with icing or filling other than chocolate",5504,Cookies and brownies
53246000,"Cookie, tea, Japanese",5504,Cookies and brownies
53247000,"Cookie, vanilla wafer",5504,Cookies and brownies
53247050,"Cookie, vanilla wafer, reduced fat",5504,Cookies and brownies
53247500,"Cookie, vanilla with caramel, coconut, and chocolate coating",5504,Cookies and brownies
53251100,"Cookie, rugelach",5504,Cookies and brownies
53260030,"Cookie, chocolate chip, sugar free",5504,Cookies and brownies
53260200,"Cookie, oatmeal, sugar free",5504,Cookies and brownies
53260300,"Cookie, sandwich, sugar free",5504,Cookies and brownies
53260400,"Cookie, sugar or plain, sugar free",5504,Cookies and brownies
53260500,"Cookie, sugar wafer, sugar free",5504,Cookies and brownies
53260600,"Cookie, peanut butter, sugar free",5504,Cookies and brownies
53261000,"Cookie, gluten free",5504,Cookies and brownies
53270100,"Cookies, Puerto Rican style",5504,Cookies and brownies
53300100,"Pie, NFS",5502,Cakes and pies
53300170,"Pie, individual size or tart, NFS",5502,Cakes and pies
53300180,"Pie, fried, NFS",5502,Cakes and pies
53300200,"Tart, all types",5502,Cakes and pies
53301000,"Pie, apple",5502,Cakes and pies
53301070,"Pie, apple, fast food",5502,Cakes and pies
53301080,"Pie, apple, fried pie",5502,Cakes and pies
53301500,"Pie, apple, one crust",5502,Cakes and pies
53302000,"Pie, apricot, two crust",5502,Cakes and pies
53302070,"Pie, apricot, individual size or tart",5502,Cakes and pies
53302080,"Pie, apricot, fried pie",5502,Cakes and pies
53303000,"Pie, blackberry, two crust",5502,Cakes and pies
53303070,"Pie, blackberry, individual size or tart",5502,Cakes and pies
53303500,"Pie, berry",5502,Cakes and pies
53303510,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust",5502,Cakes and pies
53303570,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart",5502,Cakes and pies
53304000,"Pie, blueberry",5502,Cakes and pies
53304070,"Pie, blueberry, individual size or tart",5502,Cakes and pies
53305000,"Pie, cherry",5502,Cakes and pies
53305010,"Pie, cherry, one crust",5502,Cakes and pies
53305070,"Pie, cherry, individual size or tart",5502,Cakes and pies
53305080,"Pie, cherry, fried pie",5502,Cakes and pies
53305700,"Pie, lemon",5502,Cakes and pies
53305720,"Pie, lemon, not cream or meringue, individual size or tart",5502,Cakes and pies
53305750,"Pie, lemon, fried pie",5502,Cakes and pies
53305800,"Pie, key lime",5502,Cakes and pies
53306000,"Pie, mince, two crust",5502,Cakes and pies
53307000,"Pie, peach",5502,Cakes and pies
53307050,"Pie, peach, one crust",5502,Cakes and pies
53307070,"Pie, peach, individual size or tart",5502,Cakes and pies
53307080,"Pie, peach, fried pie",5502,Cakes and pies
53307500,"Pie, pear, two crust",5502,Cakes and pies
53307570,"Pie, pear, individual size or tart",5502,Cakes and pies
53308000,"Pie, pineapple, two crust",5502,Cakes and pies
53308070,"Pie, pineapple, individual size or tart",5502,Cakes and pies
53309000,"Pie, raisin, two crust",5502,Cakes and pies
53309070,"Pie, raisin, individual size or tart",5502,Cakes and pies
53310000,"Pie, raspberry, one crust",5502,Cakes and pies
53310050,"Pie, raspberry, two crust",5502,Cakes and pies
53311000,"Pie, rhubarb, two crust",5502,Cakes and pies
53312000,"Pie, strawberry",5502,Cakes and pies
53313000,"Pie, strawberry-rhubarb, two crust",5502,Cakes and pies
53314000,"Pie, strawberry, individual size or tart",5502,Cakes and pies
53340000,"Pie, apple-sour cream",5502,Cakes and pies
53340500,"Pie, cherry, made with cream cheese and sour cream",5502,Cakes and pies
53341000,"Pie, banana cream",5502,Cakes and pies
53341070,"Pie, banana cream, individual size or tart",5502,Cakes and pies
53341500,"Pie, buttermilk",5502,Cakes and pies
53341750,"Pie, chess",5502,Cakes and pies
53342000,"Pie, chocolate cream",5502,Cakes and pies
53342070,"Pie, chocolate cream, individual size or tart",5502,Cakes and pies
53343000,"Pie, coconut cream",5502,Cakes and pies
53343070,"Pie, coconut cream, individual size or tart",5502,Cakes and pies
53344000,"Pie, custard",5502,Cakes and pies
53344070,"Pie, custard, individual size or tart",5502,Cakes and pies
53344200,Mixed fruit tart filled with custard or cream cheese,5502,Cakes and pies
53344300,Dessert pizza,5502,Cakes and pies
53345000,"Pie, lemon cream",5502,Cakes and pies
53345070,"Pie, lemon cream, individual size or tart",5502,Cakes and pies
53346000,"Pie, peanut butter cream",5502,Cakes and pies
53346500,"Pie, pineapple cream",5502,Cakes and pies
53347000,"Pie, pumpkin",5502,Cakes and pies
53347070,"Pie, pumpkin, individual size or tart",5502,Cakes and pies
53347500,"Pie, sour cream, raisin",5502,Cakes and pies
53347600,"Pie, squash",5502,Cakes and pies
53348000,"Pie, strawberry cream",5502,Cakes and pies
53348070,"Pie, strawberry cream, individual size or tart",5502,Cakes and pies
53360000,"Pie, sweet potato",5502,Cakes and pies
53365000,"Pie, vanilla cream",5502,Cakes and pies
53370000,"Pie, chiffon, not chocolate",5502,Cakes and pies
53371000,"Pie, chiffon, chocolate",5502,Cakes and pies
53373000,"Pie, black bottom",5502,Cakes and pies
53381000,"Pie, lemon meringue",5502,Cakes and pies
53381070,"Pie, lemon meringue, individual size or tart",5502,Cakes and pies
53382000,"Pie, chocolate-marshmallow",5502,Cakes and pies
53385000,"Pie, pecan",5502,Cakes and pies
53385070,"Pie, pecan, individual size or tart",5502,Cakes and pies
53385500,"Pie, oatmeal",5502,Cakes and pies
53386000,"Pie, pudding, flavors other than chocolate",5502,Cakes and pies
53387000,"Pie, Toll house chocolate chip",5502,Cakes and pies
53390000,"Pie, shoo-fly",5502,Cakes and pies
53390100,"Pie, tofu with fruit",5502,Cakes and pies
53391000,Pie shell,5502,Cakes and pies
53391100,"Pie shell, graham cracker",5502,Cakes and pies
53391150,"Pie shell, chocolate",5502,Cakes and pies
53391200,Vanilla wafer dessert base,5502,Cakes and pies
53400200,"Blintz, cheese-filled",4404,"Pancakes, waffles, French toast"
53400300,"Blintz, fruit-filled",4404,"Pancakes, waffles, French toast"
53410100,"Cobbler, apple",5502,Cakes and pies
53410200,"Cobbler, apricot",5502,Cakes and pies
53410300,"Cobbler, berry",5502,Cakes and pies
53410500,"Cobbler, cherry",5502,Cakes and pies
53410800,"Cobbler, peach",5502,Cakes and pies
53410850,"Cobbler, pear",5502,Cakes and pies
53410880,"Cobbler, plum",5502,Cakes and pies
53410900,"Cobbler, rhubarb",5502,Cakes and pies
53415100,"Crisp, apple",5502,Cakes and pies
53415110,"Fritter, plain",5506,"Doughnuts, sweet rolls, pastries"
53415120,"Fritter, fruit",5506,"Doughnuts, sweet rolls, pastries"
53415200,"Fritter, banana",5506,"Doughnuts, sweet rolls, pastries"
53415220,"Fritter, berry",5506,"Doughnuts, sweet rolls, pastries"
53415300,"Crisp, berry",5502,Cakes and pies
53415400,"Crisp, cherry",5502,Cakes and pies
53415500,"Crisp, peach",5502,Cakes and pies
53420000,"Cream puff, eclair, custard or cream filled, NS as to icing",5506,"Doughnuts, sweet rolls, pastries"
53420100,"Cream puff, eclair, custard or cream filled, not iced",5506,"Doughnuts, sweet rolls, pastries"
53420200,"Cream puff, eclair, custard or cream filled, iced",5506,"Doughnuts, sweet rolls, pastries"
53420210,"Cream puff, eclair, custard or cream filled, iced, reduced fat",5506,"Doughnuts, sweet rolls, pastries"
53420250,"Cream puff, no filling or icing",5506,"Doughnuts, sweet rolls, pastries"
53420300,"Air filled fritter or fried puff, without syrup, Puerto Rican style",5506,"Doughnuts, sweet rolls, pastries"
53420310,"Wheat flour fritter, without syrup",5506,"Doughnuts, sweet rolls, pastries"
53420400,"Sopaipilla, without syrup or honey",5506,"Doughnuts, sweet rolls, pastries"
53420410,Sopaipilla with syrup or honey,5506,"Doughnuts, sweet rolls, pastries"
53430000,"Crepe, NS as to filling",4404,"Pancakes, waffles, French toast"
53430100,"Crepe, chocolate filled",4404,"Pancakes, waffles, French toast"
53430200,"Crepe, fruit filled",4404,"Pancakes, waffles, French toast"
53430700,"Tamale, sweet",5506,"Doughnuts, sweet rolls, pastries"
53430750,"Tamale, sweet, with fruit",5506,"Doughnuts, sweet rolls, pastries"
53440000,"Strudel, apple",5502,Cakes and pies
53440300,"Strudel, berry",5502,Cakes and pies
53440500,"Strudel, cherry",5502,Cakes and pies
53440600,"Strudel, cheese",5502,Cakes and pies
53440700,"Strudel, peach",5502,Cakes and pies
53440800,"Strudel, cheese and fruit",5502,Cakes and pies
53441110,Baklava,5502,Cakes and pies
53441210,Basbousa,5502,Cakes and pies
53450000,"Turnover, fruit",5502,Cakes and pies
53450300,"Turnover or dumpling, berry",5502,Cakes and pies
53450500,"Turnover or dumpling, cherry",5502,Cakes and pies
53450800,"Turnover or dumpling, lemon",5502,Cakes and pies
53451000,"Turnover or dumpling, peach",5502,Cakes and pies
53451500,"Turnover, guava",5502,Cakes and pies
53451750,"Turnover, pumpkin",5502,Cakes and pies
53452100,"Pastry, fruit-filled",5506,"Doughnuts, sweet rolls, pastries"
53452120,"Pastry, made with bean or lotus seed paste filling, baked",5506,"Doughnuts, sweet rolls, pastries"
53452130,"Pastry, made with bean paste and salted egg yolk filling, baked",5506,"Doughnuts, sweet rolls, pastries"
53452150,"Pastry, Chinese, made with rice flour",5506,"Doughnuts, sweet rolls, pastries"
53452170,"Pastry, cookie type, fried",5506,"Doughnuts, sweet rolls, pastries"
53452200,"Pastry, Italian, with cheese",5506,"Doughnuts, sweet rolls, pastries"
53452400,"Pastry, puff",5506,"Doughnuts, sweet rolls, pastries"
53452420,"Pastry, puff, custard or cream filled, iced or not iced",5506,"Doughnuts, sweet rolls, pastries"
53452450,Cheese pastry puffs,5506,"Doughnuts, sweet rolls, pastries"
53452500,"Pastry, mainly flour and water, fried",5506,"Doughnuts, sweet rolls, pastries"
53453150,"Empanada, fruit",5502,Cakes and pies
53453170,"Empanada,  Mexican turnover, pumpkin",5502,Cakes and pies
53500100,"Breakfast pastry, NFS",5506,"Doughnuts, sweet rolls, pastries"
53510000,"Danish pastry, plain or spice",5506,"Doughnuts, sweet rolls, pastries"
53510100,"Danish pastry, with fruit",5506,"Doughnuts, sweet rolls, pastries"
53511000,"Danish pastry, with cheese",5506,"Doughnuts, sweet rolls, pastries"
53520000,"Doughnut, NFS",5506,"Doughnuts, sweet rolls, pastries"
53520100,"Doughnut, cake type, plain",5506,"Doughnuts, sweet rolls, pastries"
53520120,"Doughnut, chocolate",5506,"Doughnuts, sweet rolls, pastries"
53520130,"Doughnut, cake type, powdered sugar",5506,"Doughnuts, sweet rolls, pastries"
53520135,"Doughnut, cake type, with icing",5506,"Doughnuts, sweet rolls, pastries"
53520140,"Doughnut, cake type, chocolate icing",5506,"Doughnuts, sweet rolls, pastries"
53520160,"Doughnut, chocolate, with chocolate icing",5506,"Doughnuts, sweet rolls, pastries"
53520170,Doughnut holes,5506,"Doughnuts, sweet rolls, pastries"
53520200,Churros,5506,"Doughnuts, sweet rolls, pastries"
53520510,Beignet,5506,"Doughnuts, sweet rolls, pastries"
53521110,"Doughnut, yeast type",5506,"Doughnuts, sweet rolls, pastries"
53521130,"Doughnut, yeast type, with chocolate icing",5506,"Doughnuts, sweet rolls, pastries"
53521140,"Doughnut, jelly",5506,"Doughnuts, sweet rolls, pastries"
53521210,"Doughnut, custard-filled",5506,"Doughnuts, sweet rolls, pastries"
53521230,"Doughnut, custard-filled, with icing",5506,"Doughnuts, sweet rolls, pastries"
53530000,Breakfast tart,5506,"Doughnuts, sweet rolls, pastries"
53530010,"Breakfast tart, lowfat",5506,"Doughnuts, sweet rolls, pastries"
53610100,"Coffee cake, crumb or quick-bread type",5506,"Doughnuts, sweet rolls, pastries"
53610170,"Coffee cake, crumb or quick-bread type, with fruit",5506,"Doughnuts, sweet rolls, pastries"
53610200,"Coffee cake, crumb or quick-bread type, cheese-filled",5506,"Doughnuts, sweet rolls, pastries"
53710400,Cereal or granola bar (General Mills Fiber One Chewy Bar),5402,Cereal bars
53710500,Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),5402,Cereal bars
53710502,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),5402,Cereal bars
53710504,Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),5402,Cereal bars
53710600,Milk 'n Cereal bar,5402,Cereal bars
53710700,Cereal or granola bar (Kellogg's Special K bar),5402,Cereal bars
53710800,Cereal or granola bar (Kashi Chewy),5404,Nutrition bars
53710802,Cereal or granola bar (Kashi Crunchy),5404,Nutrition bars
53710810,Cereal or granola bar (KIND Fruit and Nut Bar),5402,Cereal bars
53710900,Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),5402,Cereal bars
53710902,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",5402,Cereal bars
53710904,Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),5402,Cereal bars
53710906,Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),5402,Cereal bars
53711000,Cereal or granola bar (Quaker Chewy Granola Bar),5402,Cereal bars
53711002,Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),5402,Cereal bars
53711004,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),5402,Cereal bars
53711006,Cereal or granola bar (Quaker Chewy Dipps Granola Bar),5402,Cereal bars
53711100,Cereal or granola bar (Quaker Granola Bites),5402,Cereal bars
53712000,"Snack bar, oatmeal",5402,Cereal bars
53712100,"Cereal or Granola bar, NFS",5402,Cereal bars
53712200,"Cereal or granola bar, lowfat, NFS",5402,Cereal bars
53712210,"Cereal or granola bar, nonfat",5402,Cereal bars
53713000,"Cereal or granola bar, reduced sugar, NFS",5402,Cereal bars
53713010,"Cereal or granola bar, fruit and nut",5402,Cereal bars
53713100,"Cereal or granola bar, peanuts , oats, sugar, wheat germ",5402,Cereal bars
53714200,"Cereal or granola bar, chocolate coated, NFS",5402,Cereal bars
53714210,"Cereal or granola bar, with coconut, chocolate coated",5402,Cereal bars
53714220,"Cereal or granola bar with nuts, chocolate coated",5402,Cereal bars
53714230,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating",5402,Cereal bars
53714250,"Cereal or granola bar, coated with non-chocolate coating",5402,Cereal bars
53714300,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",5402,Cereal bars
53714400,"Cereal or granola bar, with rice cereal",5402,Cereal bars
53714500,"Breakfast bar, NFS",5402,Cereal bars
53714510,"Breakfast bar, date, with yogurt coating",5402,Cereal bars
53714520,"Breakfast bar, cereal crust with fruit filling, lowfat",5402,Cereal bars
53720100,Nutrition bar (Balance Original Bar),5404,Nutrition bars
53720200,Nutrition bar (Clif Bar),5404,Nutrition bars
53720210,Nutrition bar (Clif Kids Organic Zbar),5404,Nutrition bars
53720300,Nutrition bar (PowerBar),5404,Nutrition bars
53720400,Nutrition bar (Slim Fast Original Meal Bar),5404,Nutrition bars
53720500,Nutrition bar (Snickers Marathon Protein Bar),5404,Nutrition bars
53720600,Nutrition bar (South Beach Living Meal Bar),5404,Nutrition bars
53720610,Nutrition bar (South Beach Living High Protein Bar),5404,Nutrition bars
